,Address,Content Type,Status Code,Status,Indexability,Indexability Status,Title 1,Title 1 Length,Title 1 Pixel Width,Meta Description 1,Meta Description 1 Length,Meta Description 1 Pixel Width,Meta Description 2,Meta Description 2 Length,Meta Description 2 Pixel Width,Meta Keywords 1,Meta Keywords 1 Length,H1-1,H1-1 Length,H1-2,H1-2 Length,H2-1,H2-1 Length,H2-2,H2-2 Length,Meta Robots 1,X-Robots-Tag 1,Meta Refresh 1,Canonical Link Element 1,"rel=""next"" 1","rel=""prev"" 1","HTTP rel=""next"" 1","HTTP rel=""prev"" 1",amphtml Link Element,Size (bytes),Word Count,Text Ratio,Crawl Depth,Link Score,Inlinks,Unique Inlinks,Unique JS Inlinks,% of Total,Outlinks,Unique Outlinks,Unique JS Outlinks,External Outlinks,Unique External Outlinks,Unique External JS Outlinks,Closest Similarity Match,No. Near Duplicates,Spelling Errors,Grammar Errors,Hash,Response Time,Last Modified,Redirect URL,Redirect Type,Cookies,HTTP Version,URL Encoded Address,Crawl Timestamp
4476,https://healthcare.utah.edu/fad/mddetail.php?physicianID=u0533981,text/html; charset=UTF-8,200,OK,Non-Indexable,Canonicalised,"Elizabeth Doby Knackstedt, MD - Pediatric Infectious Diseases , , Pediatrics | University of Utah Health",104,899,Dr. Knackstedt received her medical degree from Emory University School of Medicine and completed her pediatric residency and pediatric infectious diseases fell,160,1007,,0,0,,0,"Elizabeth Doby Knackstedt, MD",29,,0,,0,Specialties,11,"index,follow",,,https://healthcare.utah.edu/fad/mddetail.php?physicianID=u0533981&name=elizabeth-doby-knackstedt,,,,,,39215,1449,28.219,3,,9,2,0,0.05,37,24,0,28,26,0,,,,,a774cd60fa472fd5c093de083ce98d3a,0.133,,,,,1.1,https://healthcare.utah.edu/fad/mddetail.php?physicianID=u0533981,2022-01-31 15:57:00
4477,https://healthcare.utah.edu/fad/mddetail.php?physicianID=u0260029,text/html; charset=UTF-8,200,OK,Non-Indexable,Canonicalised,"Douglas Grossman, MD, PhD - Melanoma and Cutaneous Oncology , Medical Melanoma Therapy , Dermatology | University of Utah Health",128,1225,"Douglas Grossman, MD, PhD, is an investigator in Huntsman Cancer Institute's (HCI) Melanoma Program and a Professor in the Department of Dermatology at the Uni",159,1031,,0,0,,0,"Douglas Grossman, MD, PhD",25,,0,,0,Specialties,11,"index,follow",,,https://healthcare.utah.edu/fad/mddetail.php?physicianID=u0260029&name=douglas-grossman,,,,,,142127,8156,37.157,3,,10,3,0,0.08,53,40,0,145,143,0,,,,,e087e6844e342005cd9b03abd055bdc6,0.09,,,,,1.1,https://healthcare.utah.edu/fad/mddetail.php?physicianID=u0260029,2022-01-31 15:57:00
4478,https://healthcare.utah.edu/fad/mddetail.php?physicianID=u0666159,text/html; charset=UTF-8,200,OK,Non-Indexable,Canonicalised,"Patrick Ockerse, MD - Emergency Medicine , , Surgery | University of Utah Health",80,717,Dr. Ockerse is an emergency physician who focuses on treatment of emergent conditions at University Hospital. He is a member of the teaching faculty at the Univ,160,1007,,0,0,,0,"Patrick Ockerse, MD",19,,0,,0,Specialties,11,"index,follow",,,https://healthcare.utah.edu/fad/mddetail.php?physicianID=u0666159&name=patrick-ockerse,,,,,,30576,423,13.292,3,,9,2,0,0.05,39,25,0,15,14,0,,,,,a8f173887f0f55f7bb2fd095898c62d8,0.115,,,,,1.1,https://healthcare.utah.edu/fad/mddetail.php?physicianID=u0666159,2022-01-31 15:57:01
4479,https://healthcare.utah.edu/the-scope/images/featured/featured-diabetes.png,image/png,200,OK,Indexable,,,0,0,,0,0,,0,0,,0,,0,,0,,0,,0,,,,,,,,,,547138,0,0.0,3,,0,0,0,0.0,0,0,0,0,0,0,,,,,,0.093,,,,,1.1,https://healthcare.utah.edu/the-scope/images/featured/featured-diabetes.png,2022-01-31 15:57:01
4480,https://healthcare.utah.edu/huntsmancancerinstitute/news/2021/12/sequencing-of-bone-marrow-dna-may-predict-leukemia-relapse-after-car-t-therapy-with-sufficient-time-to-intervene.php,text/html; charset=UTF-8,200,OK,Indexable,,Sequencing of Bone Marrow DNA May Predict Leukemia Relapse After CAR-T Therapy With Sufficient Time to Intervene | University of Utah Health,140,1295,"In pediatric and young adult patients with acute lymphoblastic leukemia (ALL) treated with tisagenlecleucel (Kymriah), DNA sequencing-based detection accurately identified all patients who would eventually relapse, while other methods were less predictive, according to a study published in Blood Cancer Discovery, a journal of the American Association for Cancer Research.",373,2323,,0,0,,0,Sequencing of Bone Marrow DNA May Predict Leukemia Relapse After CAR-T Therapy With Sufficient Time to Intervene,112,,0,,0,,0,"index,follow",,,,,,,,,96406,1917,17.272,3,,37,8,0,0.21,188,68,0,59,33,0,,,,,e36ecdb72fa17a7c2d05d85b3362606d,0.234,,,,,1.1,https://healthcare.utah.edu/huntsmancancerinstitute/news/2021/12/sequencing-of-bone-marrow-dna-may-predict-leukemia-relapse-after-car-t-therapy-with-sufficient-time-to-intervene.php,2022-01-31 15:57:01
4481,https://healthcare.utah.edu/fad/mddetail.php?physicianID=u0671501,text/html; charset=UTF-8,200,OK,Non-Indexable,Canonicalised,"Tabitha Stevenson Parry, BS - Cancer Exercise Specialist , , Inpatient Services | University of Utah Health",107,927,"Tabitha Parry - Exercise Specialist
Tabitha graduated with a degree in Exercise and Sport Science with an emphasis in Fitness Leadership from the University of",159,998,,0,0,,0,"Tabitha Stevenson Parry, BS",27,,0,,0,Specialties,11,"index,follow",,,https://healthcare.utah.edu/fad/mddetail.php?physicianID=u0671501&name=tabitha-stevenson-parry,,,,,,27383,290,10.838,3,,9,2,0,0.05,39,25,0,11,10,0,,,,,f4daa518d579b7c97cc2b285762370ed,0.101,,,,,1.1,https://healthcare.utah.edu/fad/mddetail.php?physicianID=u0671501,2022-01-31 15:57:01
4482,https://healthcare.utah.edu/fad/mddetail.php?physicianID=u0098548,text/html; charset=UTF-8,200,OK,Non-Indexable,Canonicalised,"Andrew D. Bambrough, CRNA - Anesthesiology , , Anesthesiology | University of Utah Health",89,815,,0,0,,0,0,,0,"Andrew D. Bambrough, CRNA",25,,0,,0,Specialties,11,"index,follow",,,https://healthcare.utah.edu/fad/mddetail.php?physicianID=u0098548&name=andrew-d-bambrough,,,,,,25805,116,7.341,3,,10,2,0,0.05,37,23,0,11,10,0,,,,,9e2c568246077129cdf57fa7d08481e3,0.118,,,,,1.1,https://healthcare.utah.edu/fad/mddetail.php?physicianID=u0098548,2022-01-31 15:57:01
4483,https://healthcare.utah.edu/fad/mddetail.php?physicianID=u6025397,text/html; charset=UTF-8,200,OK,Non-Indexable,Canonicalised,"Jared S. Huber, MD - , , Internal Medicine | University of Utah Health",70,600,"Jared Huber, MD is a Assistant Professor of Medicine and Hospitalist at the University of Utah and Huntsman Cancer Hospital. As a Hospitalist, his research int",159,988,,0,0,,0,"Jared S. Huber, MD",18,,0,,0,Specialties,11,"index,follow",,,https://healthcare.utah.edu/fad/mddetail.php?physicianID=u6025397&name=jared-s-huber,,,,,,27628,342,12.454,3,,9,2,0,0.05,36,23,0,11,10,0,,,,,bdf643bb55c5aca8cd7ef9d3480f5ac4,0.101,,,,,1.1,https://healthcare.utah.edu/fad/mddetail.php?physicianID=u6025397,2022-01-31 15:57:01
4485,https://healthcare.utah.edu/fad/mddetail.php?physicianID=u0074574,text/html; charset=UTF-8,200,OK,Non-Indexable,Canonicalised,"Christopher M. Ramsdell, DDS - Dentistry , , Dentistry | University of Utah Health",82,709,,0,0,,0,0,,0,"Christopher M. Ramsdell, DDS",28,,0,,0,Specialties,11,"index,follow",,,https://healthcare.utah.edu/fad/mddetail.php?physicianID=u0074574&name=christopher-m-ramsdell,,,,,,25922,123,7.451,3,,9,2,0,0.05,36,23,0,14,12,0,,,,,ff59cf630a6974a8fd87b1452350f53f,0.421,,,,,1.1,https://healthcare.utah.edu/fad/mddetail.php?physicianID=u0074574,2022-01-31 15:57:01
4486,https://healthcare.utah.edu/fad/mddetail.php?physicianID=u0614996,text/html; charset=UTF-8,200,OK,Non-Indexable,Canonicalised,"Bailey Knowles, LCSW - Psychiatry , Social Work , Psychiatry | University of Utah Health",88,779,,0,0,,0,0,,0,"Bailey Knowles, LCSW",20,,0,,0,Specialties,11,"index,follow",,,https://healthcare.utah.edu/fad/mddetail.php?physicianID=u0614996&name=bailey-knowles,,,,,,27377,133,7.652,3,,10,2,0,0.05,38,24,0,13,11,0,,,,,db4d631be542d5ea922a18dcb7a00e54,0.408,,,,,1.1,https://healthcare.utah.edu/fad/mddetail.php?physicianID=u0614996,2022-01-31 15:57:01
4487,https://healthcare.utah.edu/fad/mddetail.php?physicianID=u1274403,text/html; charset=UTF-8,200,OK,Non-Indexable,Canonicalised,"Jhenette R. Lauder, MD - , , Obstetrics/Gynecology | University of Utah Health",78,683,,0,0,,0,0,,0,"Jhenette R. Lauder, MD",22,,0,,0,Specialties,11,"index,follow",,,https://healthcare.utah.edu/fad/mddetail.php?physicianID=u1274403&name=jhenette-r-lauder,,,,,,27280,172,8.788,3,,9,2,0,0.05,38,24,0,11,10,0,,,,,bdf04a58297884a34d3196021562b165,0.141,,,,,1.1,https://healthcare.utah.edu/fad/mddetail.php?physicianID=u1274403,2022-01-31 15:57:01
4488,https://healthcare.utah.edu/fad/mddetail.php?physicianID=u0800434,text/html; charset=UTF-8,200,OK,Non-Indexable,Canonicalised,"Julia A. Ewanowski, LCSW - Adult Behavioral Health , , Community Physician Group | University of Utah Health",108,978,,0,0,,0,0,,0,"Julia A. Ewanowski, LCSW",24,,0,,0,Specialties,11,"index,follow",,,https://healthcare.utah.edu/fad/mddetail.php?physicianID=u0800434&name=julia-a-ewanowski,,,,,,26485,126,7.433,3,,9,2,0,0.05,39,25,0,12,10,0,,,,,71fd3070a5f3ebe02b0c8ddd1d76ba1c,0.182,,,,,1.1,https://healthcare.utah.edu/fad/mddetail.php?physicianID=u0800434,2022-01-31 15:57:01
4489,https://healthcare.utah.edu/huntsmancancerinstitute/news/?tags=multiple-myeloma,text/html; charset=UTF-8,200,OK,Indexable,,Newsroom | University of Utah Health,36,329,,0,0,,0,0,,0,News,4,,0,,0,,0,"index,follow",,,,,,,,,88921,628,8.914,3,,26,2,0,0.05,179,61,0,41,18,0,,,,,78a768d3fb4f194336cc232e48d50eb3,0.124,,,,,1.1,https://healthcare.utah.edu/huntsmancancerinstitute/news/?tags=multiple-myeloma,2022-01-31 15:57:01
4490,https://healthcare.utah.edu/fad/mddetail.php?physicianID=u0261350,text/html; charset=UTF-8,200,OK,Non-Indexable,Canonicalised,"Sarah M. Holland, CRNA - , , Anesthesiology | University of Utah Health",71,629,,0,0,,0,0,,0,"Sarah M. Holland, CRNA",22,,0,,0,Specialties,11,"index,follow",,,https://healthcare.utah.edu/fad/mddetail.php?physicianID=u0261350&name=sarah-m-holland,,,,,,25230,123,7.553,3,,9,2,0,0.05,36,23,0,11,10,0,,,,,c657804b26a371eac215ce6bcf99e910,0.115,,,,,1.1,https://healthcare.utah.edu/fad/mddetail.php?physicianID=u0261350,2022-01-31 15:57:02
4491,https://healthcare.utah.edu/healthfeed/postings/2019/10/dress-for-the-slopes.php,text/html; charset=UTF-8,200,OK,Indexable,,Dress for Success on the Slopes | University of Utah Health,59,522,You need the right gear.,24,149,,0,0,,0,Dress for Success on the Slopes,31,,0,,0,,0,"index,follow",,,,,,,,,29671,148,6.315,3,,14,2,0,0.05,55,35,0,14,13,0,,,,,3e88eea9324c6bc6a7a6f85859407810,0.143,,,,,1.1,https://healthcare.utah.edu/healthfeed/postings/2019/10/dress-for-the-slopes.php,2022-01-31 15:57:02
4492,https://healthcare.utah.edu/fad/mddetail.php?physicianID=u0062598,text/html; charset=UTF-8,200,OK,Non-Indexable,Canonicalised,"Heidi K. White, APRN - Pediatric Nurse Practitioner , Pediatric Urology , Surgery | University of Utah Health",109,941,,0,0,,0,0,,0,"Heidi K. White, APRN",20,,0,,0,Specialties,11,"index,follow",,,https://healthcare.utah.edu/fad/mddetail.php?physicianID=u0062598&name=heidi-k-white,,,,,,42901,935,15.931,3,,9,2,0,0.05,39,26,0,11,10,0,,,,,4643cbc77014e9c2086422d571896e31,0.107,,,,,1.1,https://healthcare.utah.edu/fad/mddetail.php?physicianID=u0062598,2022-01-31 15:57:02
4493,https://healthcare.utah.edu/fad/mddetail.php?physicianID=u0559702,text/html; charset=UTF-8,200,OK,Non-Indexable,Canonicalised,"Marc T. Porritt, PhD - Psychiatry , , Psychiatry | University of Utah Health",76,639,,0,0,,0,0,,0,"Marc T. Porritt, PhD",20,,0,,0,Specialties,11,"index,follow",,,https://healthcare.utah.edu/fad/mddetail.php?physicianID=u0559702&name=marc-t-porritt,,,,,,25816,126,7.415,3,,9,2,0,0.05,37,24,0,12,10,0,,,,,18995b7252ded8b6e3e0d1d88d264ba8,0.116,,,,,1.1,https://healthcare.utah.edu/fad/mddetail.php?physicianID=u0559702,2022-01-31 15:57:02
4494,https://healthcare.utah.edu/fad/mddetail.php?physicianID=u0577593,text/html; charset=UTF-8,200,OK,Non-Indexable,Canonicalised,"Jennifer O'Donohoe, MD - Child & Adolescent Behavioral Health , Psychiatry, Child , Psychiatry | University of Utah Health",122,1073,"Jennifer O’Donohoe, MD, Assistant Professor (Clinical), graduated from the Triple Board Residency Program at the University of Utah School of Medicine. She is",158,997,,0,0,,0,"Jennifer O'Donohoe, MD",22,,0,,0,Specialties,11,"index,follow",,,https://healthcare.utah.edu/fad/mddetail.php?physicianID=u0577593&name=jennifer-o%27donohoe,,,,,,32344,561,16.182,3,,9,2,0,0.05,40,25,0,12,10,0,,,,,ab7aad6dee5f5c0199aeef3fa3653d09,0.117,,,,,1.1,https://healthcare.utah.edu/fad/mddetail.php?physicianID=u0577593,2022-01-31 15:57:02
4495,http://healthcare.utah.edu/spine/,text/html; charset=iso-8859-1,301,Moved Permanently,Non-Indexable,Redirected,,0,0,,0,0,,0,0,,0,,0,,0,,0,,0,,,,,,,,,,327,0,0.0,3,,0,0,0,0.0,0,0,0,0,0,0,,,,,,0.24,,https://healthcare.utah.edu/spine/,HTTP Redirect,,1.1,http://healthcare.utah.edu/spine/,2022-01-31 15:57:02
4496,https://healthcare.utah.edu/radiology/refer-patient/nuclear-medicine.php,text/html; charset=UTF-8,200,OK,Indexable,,Nuclear Medicine: Refer a Patient | University of Utah Health,61,531,"To receive nuclear medicine imaging at University of Utah Health, you send or fax the outlined information. Contact us at 801-581-2370.",135,841,,0,0,,0,Nuclear Medicine: Refer a Patient,33,,0,To Contact Us,13,Now Taking Physician Referrals,30,"index,follow",,,,,,,,,28284,251,9.513,3,,10,2,0,0.05,41,27,0,13,12,0,,,,,26d3417a8c72b1e48b7698f069a63d48,0.117,,,,,1.1,https://healthcare.utah.edu/radiology/refer-patient/nuclear-medicine.php,2022-01-31 15:57:02
4497,https://healthcare.utah.edu/fad/mddetail.php?physicianID=u6012070,text/html; charset=UTF-8,200,OK,Non-Indexable,Canonicalised,"Peter H. Grubb, MD - Neonatology , , Pediatrics | University of Utah Health",75,653,,0,0,,0,0,,0,"Peter H. Grubb, MD",18,,0,,0,Specialties,11,"index,follow",,,https://healthcare.utah.edu/fad/mddetail.php?physicianID=u6012070&name=peter-h-grubb,,,,,,33990,912,21.279,3,,9,2,0,0.05,37,24,0,27,26,0,,,,,23677f96b553925d527be44356c394df,0.112,,,,,1.1,https://healthcare.utah.edu/fad/mddetail.php?physicianID=u6012070,2022-01-31 15:57:02
4498,https://healthcare.utah.edu/huntsmancancerinstitute/news/2020/08/going-the-distance.php,text/html; charset=UTF-8,200,OK,Indexable,,Going the Distance in a Race with Prostate Cancer | University of Utah Health,77,681,"On and off-road motorcycles, fuel dragsters, hydroplane boats, sail boats, power boats, bicycles, and now cars: J.R. Smith has raced all of these. After a cancer diagnosis in 2019, he decided to use that racing experience for a cause. He formed Team Fight Cancer with several other cancer patients. Their mission? To inspire others and demonstrate how teamwork and support help cancer survivors make the most of their lives.",424,2653,,0,0,,0,Going the Distance in a Race with Prostate Cancer,49,,0,,0,,0,"index,follow",,,,,,,,,85249,825,10.112,3,,35,5,0,0.13,186,67,0,44,19,0,,,,,1466a8f41fe818391e2aa94b94dc5cd3,0.27,,,,,1.1,https://healthcare.utah.edu/huntsmancancerinstitute/news/2020/08/going-the-distance.php,2022-01-31 15:57:03
4499,https://healthcare.utah.edu/fad/mddetail.php?physicianID=u0666166,text/html; charset=UTF-8,200,OK,Non-Indexable,Canonicalised,"Anna P. Matynia, MD - Pathology, Clinical , Hematopathology , Pathology | University of Utah Health",99,878,,0,0,,0,0,,0,"Anna P. Matynia, MD",19,,0,,0,Specialties,11,"index,follow",,,https://healthcare.utah.edu/fad/mddetail.php?physicianID=u0666166&name=anna-p-matynia,,,,,,31403,492,14.774,3,,11,2,0,0.05,39,24,0,17,16,0,,,,,18334961a18cf758d84df3fb55c16869,0.118,,,,,1.1,https://healthcare.utah.edu/fad/mddetail.php?physicianID=u0666166,2022-01-31 15:57:03
4500,https://healthcare.utah.edu/the-scope/shows.php?shows=0_ia83ttz0,text/html; charset=utf-8,200,OK,Indexable,,How to Determine Which Hip Replacement Surgery Method is Best for You | University of Utah Health,97,893,,0,0,,0,0,,0,How to Determine Which Hip Replacement Surgery Method is Best for You,69,,0,Related Podcasts,16,,0,"index,follow",,,,,,,,,40274,1471,23.763,3,,14,2,0,0.05,54,33,0,15,13,0,,,,,45786f1da95d8b612be5c6a03652040e,1.25,,,,,1.1,https://healthcare.utah.edu/the-scope/shows.php?shows=0_ia83ttz0,2022-01-31 15:57:02
4501,https://healthcare.utah.edu/fad/mddetail.php?physicianID=u0666161,text/html; charset=UTF-8,200,OK,Non-Indexable,Canonicalised,"Meghan M. O'Connor, MD - General Pediatrics , , Pediatrics | University of Utah Health",86,761,Dr. O’Connor completed her medical degree at Indiana University School of Medicine. She then moved to Utah where she completed her pediatric residency at Pri,157,1003,,0,0,,0,"Meghan M. O'Connor, MD",22,,0,,0,Specialties,11,"index,follow",,,https://healthcare.utah.edu/fad/mddetail.php?physicianID=u0666161&name=meghan-m-o'connor,,,,,,37482,614,13.996,3,,9,2,0,0.05,40,26,0,13,11,0,,,,,265fdcf188232f053a14a682d1aa61a9,0.116,,,,,1.1,https://healthcare.utah.edu/fad/mddetail.php?physicianID=u0666161,2022-01-31 15:57:04
4502,https://healthcare.utah.edu/fad/mddetail.php?physicianID=u0342334,text/html; charset=UTF-8,302,Found,Non-Indexable,Redirected,,0,0,,0,0,,0,0,,0,,0,,0,,0,,0,,,,,,,,,,88,0,0.0,3,,1,1,0,0.03,0,0,0,0,0,0,,,,,,14.303,,https://healthcare.utah.edu/fad/mddetail.php?physicianID=u0342334&name=jacqueline-d-waring,HTTP Redirect,,1.1,https://healthcare.utah.edu/fad/mddetail.php?physicianID=u0342334,2022-01-31 15:56:50
4503,https://healthcare.utah.edu/urology/services,text/html; charset=iso-8859-1,301,Moved Permanently,Non-Indexable,Redirected,,0,0,,0,0,,0,0,,0,,0,,0,,0,,0,,,,,,,,,,337,0,0.0,3,,3,3,0,0.08,0,0,0,0,0,0,,,,,,0.084,,http://healthcare.utah.edu/urology/services/,HTTP Redirect,,1.1,https://healthcare.utah.edu/urology/services,2022-01-31 15:57:04
4504,https://healthcare.utah.edu/fad/mddetail.php?physicianID=u0002958,text/html; charset=UTF-8,200,OK,Non-Indexable,Canonicalised,"Jaclyn J. Piper-Williams, APRN, MSN - Pain Medicine & Palliative Care , Family Nurse Practitioner , Internal Medicine | University of Utah Health",145,1268,Jaclyn Piper-Williams is a Nurse Practitioner with Huntsman Cancer Institute's Supportive Oncology and Survivorship team. She enjoys working with patients thro,159,998,,0,0,,0,"Jaclyn J. Piper-Williams, APRN, MSN",35,,0,,0,Specialties,11,"index,follow",,,https://healthcare.utah.edu/fad/mddetail.php?physicianID=u0002958&name=jaclyn-j-piper-williams,,,,,,40105,574,12.563,3,,9,2,0,0.05,43,28,0,12,10,0,,,,,8753cbe75055967813bc6a8f81da3c3,0.111,,,,,1.1,https://healthcare.utah.edu/fad/mddetail.php?physicianID=u0002958,2022-01-31 15:57:04
4505,https://healthcare.utah.edu/fad/mddetail.php?physicianID=u6025380,text/html; charset=UTF-8,200,OK,Non-Indexable,Canonicalised,"Ian W. Lovern, MD - , , Outpatient Clinics | University of Utah Health",70,596,,0,0,,0,0,,0,"Ian W. Lovern, MD",17,,0,,0,Specialties,11,"index,follow",,,https://healthcare.utah.edu/fad/mddetail.php?physicianID=u6025380&name=ian-w-lovern,,,,,,26378,122,7.333,3,,9,2,0,0.05,38,24,0,13,11,0,,,,,d1a25416151e6661e8d382a80349f622,0.11,,,,,1.1,https://healthcare.utah.edu/fad/mddetail.php?physicianID=u6025380,2022-01-31 15:57:04
4506,https://healthcare.utah.edu/fad/mddetail.php?physicianID=u6025386,text/html; charset=UTF-8,200,OK,Non-Indexable,Canonicalised,"Laura E. Moreno, MD - Family Medicine , , Family & Preventive Medicine | University of Utah Health",98,873,,0,0,,0,0,,0,"Laura E. Moreno, MD",19,,0,,0,Specialties,11,"index,follow",,,https://healthcare.utah.edu/fad/mddetail.php?physicianID=u6025386&name=laura-e-moreno,,,,,,33677,400,11.401,3,,9,2,0,0.05,39,26,0,18,16,0,,,,,f798cb9c59e22d2738d9c1f470b37565,0.174,,,,,1.1,https://healthcare.utah.edu/fad/mddetail.php?physicianID=u6025386,2022-01-31 15:57:04
4507,https://healthcare.utah.edu/fad/mddetail.php?physicianID=u6003133,text/html; charset=UTF-8,200,OK,Non-Indexable,Canonicalised,"Celia Woodcock, APRN - Family Medicine , , Community Physician Group | University of Utah Health",96,887,,0,0,,0,0,,0,"Celia Woodcock, APRN",20,,0,,0,Specialties,11,"index,follow",,,https://healthcare.utah.edu/fad/mddetail.php?physicianID=u6003133&name=celia-woodcock,,,,,,25293,122,7.438,3,,9,2,0,0.05,37,24,0,11,10,0,,,,,5b6f72ff80aa829847002b4e3f6f4b01,0.574,,,,,1.1,https://healthcare.utah.edu/fad/mddetail.php?physicianID=u6003133,2022-01-31 15:57:04
4508,https://healthcare.utah.edu/fad/mddetail.php?physicianID=u0030156,text/html; charset=UTF-8,200,OK,Non-Indexable,Canonicalised,"Norm A. Zabriskie, MD - Cataract Surgery , Ophthalmology , Ophthalmology/Visual Sciences | University of Utah Health",116,1047,Norm A. Zabriskie specializes in the medical and surgical treatment of glaucoma and cataracts. He is the Vice-Chairman of Clinical Operations and the Medical Di,160,998,,0,0,,0,"Norm A. Zabriskie, MD",21,,0,"Vice-Chair Clinical, Department of Ophthalmology/Visual Sciences",64,Specialties,11,"index,follow",,,https://healthcare.utah.edu/fad/mddetail.php?physicianID=u0030156&name=norm-a-zabriskie,,,,,,80924,1798,14.68,3,,9,2,0,0.05,53,38,0,13,11,0,,,,,50959bc0c69758df126cb7d8289e4709,0.439,,,,,1.1,https://healthcare.utah.edu/fad/mddetail.php?physicianID=u0030156,2022-01-31 15:57:04
4509,https://healthcare.utah.edu/fad/mddetail.php?physicianID=u6008814,text/html; charset=UTF-8,200,OK,Non-Indexable,Canonicalised,"Jennifer Feige, MD - Adolescent Gynecology , OB/Gyn, General , Obstetrics/Gynecology | University of Utah Health",112,1010,Dr. Jennifer Feige is a board certified OBGYN serving patients at the Redwood Health Center and the Farmington Health Center. She values obstetrical patients a,159,1003,,0,0,,0,"Jennifer Feige, MD",18,,0,,0,Specialties,11,"index,follow",,,https://healthcare.utah.edu/fad/mddetail.php?physicianID=u6008814&name=jennifer-feige,,,,,,78109,2180,18.12,3,,9,2,0,0.05,44,29,0,12,10,0,,,,,fe4ab112ed581a64547d0c9b7f9b8149,0.089,,,,,1.1,https://healthcare.utah.edu/fad/mddetail.php?physicianID=u6008814,2022-01-31 15:57:05
4510,https://healthcare.utah.edu/fad/mddetail.php?physicianID=u0135149,text/html; charset=UTF-8,200,OK,Non-Indexable,Canonicalised,"Deborah Durkee, APRN - Pediatric Rheumatology , Pediatric Immunology , Pediatrics | University of Utah Health",109,985,Debbie Durkee received a Bachelor of Science in Family and Human Development from Utah State University in 1997. She then began working in the Behavioral Healt,159,1030,,0,0,,0,"Deborah Durkee, APRN",20,,0,,0,Specialties,11,"index,follow",,,https://healthcare.utah.edu/fad/mddetail.php?physicianID=u0135149&name=deborah-durkee,,,,,,31858,662,17.383,3,,9,2,0,0.05,38,25,0,13,11,0,,,,,fe470299e6a7d4ff1d5b49e9728faa28,0.108,,,,,1.1,https://healthcare.utah.edu/fad/mddetail.php?physicianID=u0135149,2022-01-31 15:57:05
4511,https://healthcare.utah.edu/fad/mddetail.php?physicianID=u6025383,text/html; charset=UTF-8,200,OK,Non-Indexable,Canonicalised,"Josh Reddish, MD - , , Outpatient Clinics | University of Utah Health",69,594,,0,0,,0,0,,0,"Josh Reddish, MD",16,,0,,0,Specialties,11,"index,follow",,,https://healthcare.utah.edu/fad/mddetail.php?physicianID=u6025383&name=josh-reddish,,,,,,26419,123,7.417,3,,9,2,0,0.05,38,24,0,13,11,0,,,,,7ac572807210939dd7efbc087ff804b5,0.124,,,,,1.1,https://healthcare.utah.edu/fad/mddetail.php?physicianID=u6025383,2022-01-31 15:57:05
4512,https://healthcare.utah.edu/fad/mddetail.php?physicianID=u6024054,text/html; charset=UTF-8,200,OK,Non-Indexable,Canonicalised,"Tiffany F. Ho, MPH, MD - Family Medicine , Transgender Health , Family & Preventive Medicine | University of Utah Health",120,1077,"Tiffany Ho MD MPH is a board certified family medicine physician who also practices obstetrics as well as inpatient medicine. She's originally from San Jose, Ca",160,995,,0,0,,0,"Tiffany F. Ho, MPH, MD",22,,0,,0,Specialties,11,"index,follow",,,https://healthcare.utah.edu/fad/mddetail.php?physicianID=u6024054&name=tiffany-f-ho,,,,,,81922,2451,19.411,3,,11,2,0,0.05,51,34,0,16,14,0,,,,,f7733f1e509f39455f66223269df50a1,0.429,,,,,1.1,https://healthcare.utah.edu/fad/mddetail.php?physicianID=u6024054,2022-01-31 15:57:05
4513,https://healthcare.utah.edu/fad/mddetail.php?physicianID=u0141818,text/html; charset=UTF-8,200,OK,Non-Indexable,Canonicalised,"Patrick D. Nicholson, MD - General Neurology , Neuromuscular Diseases , Neurology | University of Utah Health",109,985,"Patrick Nicholson, MD, is an assistant professor (clinical) in the Department of Neurology, University of Utah. He obtained his medical degree at Saint Louis U",159,977,,0,0,,0,"Patrick D. Nicholson, MD",24,,0,,0,Specialties,11,"index,follow",,,https://healthcare.utah.edu/fad/mddetail.php?physicianID=u0141818&name=patrick-d-nicholson,,,,,,36269,565,14.563,3,,9,2,0,0.05,41,27,0,13,11,0,,,,,2663045b923d63e9837f4277cb6c7915,0.132,,,,,1.1,https://healthcare.utah.edu/fad/mddetail.php?physicianID=u0141818,2022-01-31 15:57:05
4514,https://healthcare.utah.edu/healthfeed/postings/2017/08/baseball-injuries.php,text/html; charset=UTF-8,200,OK,Indexable,,Stay Off The Bench: Baseball Injury Prevention | University of Utah Health,74,649,,0,0,,0,0,,0,Stay Off The Bench: Baseball Injury Prevention,46,,0,Thrower’s Shoulder,18,Pitcher’s Elbow,15,"index,follow",,,,,,,,,32850,505,12.152,3,,16,3,0,0.08,56,35,0,14,13,0,,,,,ba4edb84ea3e6854ab581c5df673e7d2,0.164,,,,,1.1,https://healthcare.utah.edu/healthfeed/postings/2017/08/baseball-injuries.php,2022-01-31 15:57:05
