,Address,Content Type,Status Code,Status,Indexability,Indexability Status,Title 1,Title 1 Length,Title 1 Pixel Width,Meta Description 1,Meta Description 1 Length,Meta Description 1 Pixel Width,Meta Keywords 1,Meta Keywords 1 Length,H1-1,H1-1 Length,H1-2,H1-2 Length,H2-1,H2-1 Length,H2-2,H2-2 Length,Meta Robots 1,X-Robots-Tag 1,Meta Refresh 1,Canonical Link Element 1,"rel=""next"" 1","rel=""prev"" 1","HTTP rel=""next"" 1","HTTP rel=""prev"" 1",amphtml Link Element,Size (bytes),Word Count,Text Ratio,Crawl Depth,Link Score,Inlinks,Unique Inlinks,Unique JS Inlinks,% of Total,Outlinks,Unique Outlinks,Unique JS Outlinks,External Outlinks,Unique External Outlinks,Unique External JS Outlinks,Closest Similarity Match,No. Near Duplicates,Spelling Errors,Grammar Errors,Hash,Response Time,Last Modified,Redirect URL,Redirect Type,Cookies,HTTP Version,Search 1: bridge clinic,URL Encoded Address,Crawl Timestamp
511,https://www.westernuhealth.com/los-angeles/wp-content/uploads/sites/14/2018/10/optometry.png,image/png,200,OK,Indexable,,,0,0,,0,0,,0,,0,,0,,0,,0,,,,,,,,,,1551,0,0.0,3,,0,0,0,0.0,0,0,0,0,0,0,,,,,,0.267,"Fri, 07 Dec 2018 00:28:47 GMT",,,,1.1,0,https://www.westernuhealth.com/los-angeles/wp-content/uploads/sites/14/2018/10/optometry.png,2021-11-29 14:33:03
517,https://www.westernuhealth.com/pomona/wp-content/uploads/sites/5/Newcastle.jpg,image/jpeg,200,OK,Indexable,,,0,0,,0,0,,0,,0,,0,,0,,0,,,,,,,,,,100388,0,0.0,3,,0,0,0,0.0,0,0,0,0,0,0,,,,,,0.515,"Tue, 04 Dec 2018 23:47:22 GMT",,,,1.1,0,https://www.westernuhealth.com/pomona/wp-content/uploads/sites/5/Newcastle.jpg,2021-11-29 14:33:03
519,https://www.westernuhealth.com/pomona/wp-content/plugins/revslider/public/assets/assets/dummy.png,image/png,200,OK,Indexable,,,0,0,,0,0,,0,,0,,0,,0,,0,,,,,,,,,,68,0,0.0,3,,0,0,0,0.0,0,0,0,0,0,0,,,,,,0.324,"Tue, 19 Oct 2021 20:04:14 GMT",,,,1.1,0,https://www.westernuhealth.com/pomona/wp-content/plugins/revslider/public/assets/assets/dummy.png,2021-11-29 14:33:03
520,https://www.westernuhealth.com/pomona/wp-content/uploads/foot-ankle/Foot-Ankle-Care.jpg,image/jpeg,200,OK,Indexable,,,0,0,,0,0,,0,,0,,0,,0,,0,,,,,,,,,,101989,0,0.0,3,,0,0,0,0.0,0,0,0,0,0,0,,,,,,0.3,"Thu, 25 Jul 2019 20:05:34 GMT",,,,1.1,0,https://www.westernuhealth.com/pomona/wp-content/uploads/foot-ankle/Foot-Ankle-Care.jpg,2021-11-29 14:33:03
521,https://www.westernuhealth.com/pomona/wp-content/uploads/pharmacy/Pharmacy.jpg,image/jpeg,200,OK,Indexable,,,0,0,,0,0,,0,,0,,0,,0,,0,,,,,,,,,,166919,0,0.0,3,,0,0,0,0.0,0,0,0,0,0,0,,,,,,0.265,"Thu, 25 Jul 2019 21:10:19 GMT",,,,1.1,0,https://www.westernuhealth.com/pomona/wp-content/uploads/pharmacy/Pharmacy.jpg,2021-11-29 14:33:03
522,https://www.westernuhealth.com/los-angeles/wp-content/plugins/revslider/public/assets/assets/dummy.png,image/png,200,OK,Indexable,,,0,0,,0,0,,0,,0,,0,,0,,0,,,,,,,,,,68,0,0.0,3,,0,0,0,0.0,0,0,0,0,0,0,,,,,,0.441,"Tue, 19 Oct 2021 20:04:14 GMT",,,,1.1,0,https://www.westernuhealth.com/los-angeles/wp-content/plugins/revslider/public/assets/assets/dummy.png,2021-11-29 14:33:03
523,https://www.westernuhealth.com/los-angeles/wp-content/uploads/sites/14/265958.jpg,image/jpeg,200,OK,Indexable,,,0,0,,0,0,,0,,0,,0,,0,,0,,,,,,,,,,107117,0,0.0,3,,0,0,0,0.0,0,0,0,0,0,0,,,,,,0.259,"Tue, 11 Dec 2018 21:44:44 GMT",,,,1.1,0,https://www.westernuhealth.com/los-angeles/wp-content/uploads/sites/14/265958.jpg,2021-11-29 14:33:03
524,https://www.westernuhealth.com/oliver-station/wp-content/uploads/sites/12/marker-wuh-os.png,image/png,200,OK,Indexable,,,0,0,,0,0,,0,,0,,0,,0,,0,,,,,,,,,,1006,0,0.0,3,,0,0,0,0.0,0,0,0,0,0,0,,,,,,0.423,"Wed, 05 Dec 2018 00:37:17 GMT",,,,1.1,0,https://www.westernuhealth.com/oliver-station/wp-content/uploads/sites/12/marker-wuh-os.png,2021-11-29 14:33:03
525,https://www.westernuhealth.com/wp-content/uploads/pdfs/Patient-Registration-Packet-PCC-ECI-051617.pdf,text/html; charset=UTF-8,404,Not Found,Non-Indexable,Client Error,,0,0,,0,0,,0,,0,,0,,0,,0,,,,,,,,,,0,0,0.0,3,,1,1,0,2.08,0,0,0,0,0,0,,,,,,0.515,,,,,1.1,0,https://www.westernuhealth.com/wp-content/uploads/pdfs/Patient-Registration-Packet-PCC-ECI-051617.pdf,2021-11-29 14:33:03
528,https://www.westernuhealth.com/pomona/wp-content/uploads/images/stock-photo-medicine-age-health-care-and-2079247.png,image/png,200,OK,Indexable,,,0,0,,0,0,,0,,0,,0,,0,,0,,,,,,,,,,810835,0,0.0,3,,0,0,0,0.0,0,0,0,0,0,0,,,,,,0.279,"Mon, 26 Nov 2018 17:46:03 GMT",,,,1.1,0,https://www.westernuhealth.com/pomona/wp-content/uploads/images/stock-photo-medicine-age-health-care-and-2079247.png,2021-11-29 14:33:04
529,https://www.westernuhealth.com/wecaredental/wp-content/uploads/sites/15/2021/10/White_Candice_Photo-150x150.jpg,image/jpeg,200,OK,Indexable,,,0,0,,0,0,,0,,0,,0,,0,,0,,,,,,,,,,4204,0,0.0,3,,0,0,0,0.0,0,0,0,0,0,0,,,,,,0.471,"Tue, 19 Oct 2021 20:53:01 GMT",,,,1.1,0,https://www.westernuhealth.com/wecaredental/wp-content/uploads/sites/15/2021/10/White_Candice_Photo-150x150.jpg,2021-11-29 14:33:04
531,https://www.westernuhealth.com/oliver-station/wp-content/uploads/sites/12/images/John-Pham-Photo.jpg,image/jpeg,200,OK,Indexable,,,0,0,,0,0,,0,,0,,0,,0,,0,,,,,,,,,,33061,0,0.0,3,,0,0,0,0.0,0,0,0,0,0,0,,,,,,0.275,"Thu, 07 Mar 2019 00:42:50 GMT",,,,1.1,0,https://www.westernuhealth.com/oliver-station/wp-content/uploads/sites/12/images/John-Pham-Photo.jpg,2021-11-29 14:33:04
533,https://www.westernuhealth.com/pomona/?page_id=1814,text/html; charset=UTF-8,404,Not Found,Non-Indexable,Client Error,,0,0,,0,0,,0,,0,,0,,0,,0,,,,,,,,,,0,0,0.0,3,,7,7,0,14.58,0,0,0,0,0,0,,,,,,0.482,,,,,1.1,0,https://www.westernuhealth.com/pomona/?page_id=1814,2021-11-29 14:33:04
536,https://www.westernuhealth.com/los-angeles/wp-content/uploads/sites/14/115505.jpg,image/jpeg,200,OK,Indexable,,,0,0,,0,0,,0,,0,,0,,0,,0,,,,,,,,,,107321,0,0.0,3,,0,0,0,0.0,0,0,0,0,0,0,,,,,,0.225,"Tue, 11 Dec 2018 21:54:39 GMT",,,,1.1,0,https://www.westernuhealth.com/los-angeles/wp-content/uploads/sites/14/115505.jpg,2021-11-29 14:33:04
537,https://www.westernuhealth.com/pomona/wp-content/uploads/images/Patient-Exam-2016.jpg,image/jpeg,200,OK,Indexable,,,0,0,,0,0,,0,,0,,0,,0,,0,,,,,,,,,,92171,0,0.0,3,,0,0,0,0.0,0,0,0,0,0,0,,,,,,0.246,"Tue, 16 Oct 2018 16:39:33 GMT",,,,1.1,0,https://www.westernuhealth.com/pomona/wp-content/uploads/images/Patient-Exam-2016.jpg,2021-11-29 14:33:04
541,https://www.westernuhealth.com/wecaredental/wp-content/uploads/sites/15/2021/10/Yokota_R_Photo-150x150.jpg,image/jpeg,200,OK,Indexable,,,0,0,,0,0,,0,,0,,0,,0,,0,,,,,,,,,,2997,0,0.0,3,,0,0,0,0.0,0,0,0,0,0,0,,,,,,0.511,"Tue, 19 Oct 2021 20:53:05 GMT",,,,1.1,0,https://www.westernuhealth.com/wecaredental/wp-content/uploads/sites/15/2021/10/Yokota_R_Photo-150x150.jpg,2021-11-29 14:33:04
542,https://www.westernuhealth.com/wp-content/uploads/pdfs/Notice-of-Privacy-Practices-5-2017-sp.pdf,application/pdf,200,OK,Indexable,,,0,0,,0,0,,0,,0,,0,,0,,0,,,,,,,,,,520243,0,0.0,3,,3,3,0,6.25,0,0,0,0,0,0,,,,,,0.49,"Fri, 09 Nov 2018 23:07:28 GMT",,,,1.1,0,https://www.westernuhealth.com/wp-content/uploads/pdfs/Notice-of-Privacy-Practices-5-2017-sp.pdf,2021-11-29 14:33:05
543,https://www.westernuhealth.com/pomona/services/limb-preservation/,text/html; charset=UTF-8,404,Not Found,Non-Indexable,Client Error,,0,0,,0,0,,0,,0,,0,,0,,0,,,,,,,,,,0,0,0.0,3,,1,1,0,2.08,0,0,0,0,0,0,,,,,,0.495,,,,,1.1,0,https://www.westernuhealth.com/pomona/services/limb-preservation/,2021-11-29 14:33:05
544,https://www.westernuhealth.com/wp-content/uploads/pdfs/ecc-minor-sp2.pdf,text/html; charset=UTF-8,404,Not Found,Non-Indexable,Client Error,,0,0,,0,0,,0,,0,,0,,0,,0,,,,,,,,,,0,0,0.0,3,,1,1,0,2.08,0,0,0,0,0,0,,,,,,0.511,,,,,1.1,0,https://www.westernuhealth.com/wp-content/uploads/pdfs/ecc-minor-sp2.pdf,2021-11-29 14:33:05
548,https://www.westernuhealth.com/wp-content/uploads/pdfs/Patient-Registration-ECI-SP-5-051617.pdf,text/html; charset=UTF-8,404,Not Found,Non-Indexable,Client Error,,0,0,,0,0,,0,,0,,0,,0,,0,,,,,,,,,,0,0,0.0,3,,1,1,0,2.08,0,0,0,0,0,0,,,,,,0.487,,,,,1.1,0,https://www.westernuhealth.com/wp-content/uploads/pdfs/Patient-Registration-ECI-SP-5-051617.pdf,2021-11-29 14:33:05
550,https://www.westernuhealth.com/wecaredental/wp-content/uploads/sites/15/2021/10/Simonyan_G_Photo-150x150.jpg,image/jpeg,200,OK,Indexable,,,0,0,,0,0,,0,,0,,0,,0,,0,,,,,,,,,,7245,0,0.0,3,,0,0,0,0.0,0,0,0,0,0,0,,,,,,0.237,"Tue, 19 Oct 2021 20:52:58 GMT",,,,1.1,0,https://www.westernuhealth.com/wecaredental/wp-content/uploads/sites/15/2021/10/Simonyan_G_Photo-150x150.jpg,2021-11-29 14:33:05
551,https://www.westernuhealth.com/pomona/wp-content/uploads/sites/5/images/insurance.png,image/png,200,OK,Indexable,,,0,0,,0,0,,0,,0,,0,,0,,0,,,,,,,,,,1884,0,0.0,3,,0,0,0,0.0,0,0,0,0,0,0,,,,,,0.232,"Mon, 15 Oct 2018 18:40:23 GMT",,,,1.1,0,https://www.westernuhealth.com/pomona/wp-content/uploads/sites/5/images/insurance.png,2021-11-29 14:33:05
552,https://www.westernuhealth.com/wp-content/uploads/pdfs/pcc-large-print-forms-062217/Patient-Registration-Packet-PCC-5-2017-Large-Font.pdf,text/html; charset=UTF-8,404,Not Found,Non-Indexable,Client Error,,0,0,,0,0,,0,,0,,0,,0,,0,,,,,,,,,,0,0,0.0,3,,2,2,0,4.17,0,0,0,0,0,0,,,,,,0.471,,,,,1.1,0,https://www.westernuhealth.com/wp-content/uploads/pdfs/pcc-large-print-forms-062217/Patient-Registration-Packet-PCC-5-2017-Large-Font.pdf,2021-11-29 14:33:05
554,https://www.westernuhealth.com/wecaredental/wp-content/uploads/sites/15/2020/02/marker-wuh-rm.png,image/png,200,OK,Indexable,,,0,0,,0,0,,0,,0,,0,,0,,0,,,,,,,,,,1006,0,0.0,3,,0,0,0,0.0,0,0,0,0,0,0,,,,,,0.493,"Tue, 04 Feb 2020 20:53:00 GMT",,,,1.1,0,https://www.westernuhealth.com/wecaredental/wp-content/uploads/sites/15/2020/02/marker-wuh-rm.png,2021-11-29 14:33:06
555,https://www.westernuhealth.com/wecaredental/wp-content/uploads/sites/15/2020/07/We-Care-New-Patient-Packet-2020.pdf,application/pdf,200,OK,Indexable,,,0,0,,0,0,,0,,0,,0,,0,,0,,,,,,,,,,6571697,0,0.0,3,,1,1,0,2.08,0,0,0,0,0,0,,,,,,0.243,"Thu, 02 Jul 2020 21:56:52 GMT",,,,1.1,0,https://www.westernuhealth.com/wecaredental/wp-content/uploads/sites/15/2020/07/We-Care-New-Patient-Packet-2020.pdf,2021-11-29 14:33:06
557,https://www.westernuhealth.com/los-angeles/wp-content/uploads/sites/14/marker-wuh-la.png,image/png,200,OK,Indexable,,,0,0,,0,0,,0,,0,,0,,0,,0,,,,,,,,,,917,0,0.0,3,,0,0,0,0.0,0,0,0,0,0,0,,,,,,0.437,"Sat, 08 Dec 2018 00:43:36 GMT",,,,1.1,0,https://www.westernuhealth.com/los-angeles/wp-content/uploads/sites/14/marker-wuh-la.png,2021-11-29 14:33:06
558,https://www.westernuhealth.com/pomona/services/travel-health/,text/html; charset=UTF-8,200,OK,Indexable,,Travel Health Services | WesternU Health | Pomona,49,457,,0,0,,0,Travel Health Services,22,,0,,0,,0,max-image-preview:large,,,https://www.westernuhealth.com/pomona/services/travel-health/,,,,,,77209,617,5.643,3,,21,8,0,16.67,53,17,0,11,9,0,,,,,79193672e6394cf792d53c83f4a49a32,0.574,,,,,1.1,0,https://www.westernuhealth.com/pomona/services/travel-health/,2021-11-29 14:33:06
559,https://www.westernuhealth.com/wecaredental/wp-content/uploads/sites/15/2021/10/Kamada_J_Photo-150x150.jpg,image/jpeg,200,OK,Indexable,,,0,0,,0,0,,0,,0,,0,,0,,0,,,,,,,,,,8069,0,0.0,3,,0,0,0,0.0,0,0,0,0,0,0,,,,,,0.451,"Tue, 19 Oct 2021 20:52:55 GMT",,,,1.1,0,https://www.westernuhealth.com/wecaredental/wp-content/uploads/sites/15/2021/10/Kamada_J_Photo-150x150.jpg,2021-11-29 14:33:06
560,https://www.westernuhealth.com/wp-content/uploads/pdfs/ecc_minor_eng.pdf,text/html; charset=UTF-8,404,Not Found,Non-Indexable,Client Error,,0,0,,0,0,,0,,0,,0,,0,,0,,,,,,,,,,0,0,0.0,3,,1,1,0,2.08,0,0,0,0,0,0,,,,,,0.486,,,,,1.1,0,https://www.westernuhealth.com/wp-content/uploads/pdfs/ecc_minor_eng.pdf,2021-11-29 14:33:06
563,https://www.westernuhealth.com/pomona/wp-content/uploads/sites/5/images/suitcase.png,image/png,200,OK,Indexable,,,0,0,,0,0,,0,,0,,0,,0,,0,,,,,,,,,,1616,0,0.0,3,,0,0,0,0.0,0,0,0,0,0,0,,,,,,0.256,"Mon, 15 Oct 2018 18:40:23 GMT",,,,1.1,0,https://www.westernuhealth.com/pomona/wp-content/uploads/sites/5/images/suitcase.png,2021-11-29 14:33:07
566,https://www.westernuhealth.com/wp-content/uploads/pharmacy/Travel-Health-Care.jpg,image/jpeg,200,OK,Indexable,,,0,0,,0,0,,0,,0,,0,,0,,0,,,,,,,,,,124969,0,0.0,3,,0,0,0,0.0,0,0,0,0,0,0,,,,,,0.469,"Thu, 25 Jul 2019 22:05:48 GMT",,,,1.1,0,https://www.westernuhealth.com/wp-content/uploads/pharmacy/Travel-Health-Care.jpg,2021-11-29 14:33:07
567,https://www.westernuhealth.com/wecaredental/wp-content/uploads/sites/15/2020/05/NYU-Langone-Dental-Residency-logo-cmyk.jpg,image/jpeg,200,OK,Indexable,,,0,0,,0,0,,0,,0,,0,,0,,0,,,,,,,,,,645087,0,0.0,3,,0,0,0,0.0,0,0,0,0,0,0,,,,,,0.361,"Thu, 07 May 2020 23:01:03 GMT",,,,1.1,0,https://www.westernuhealth.com/wecaredental/wp-content/uploads/sites/15/2020/05/NYU-Langone-Dental-Residency-logo-cmyk.jpg,2021-11-29 14:33:07
569,https://www.westernuhealth.com/pomona/wp-content/uploads/pharmacy/Travel-Health-Care.jpg,image/jpeg,200,OK,Indexable,,,0,0,,0,0,,0,,0,,0,,0,,0,,,,,,,,,,124969,0,0.0,4,,0,0,0,0.0,0,0,0,0,0,0,,,,,,0.48,"Thu, 25 Jul 2019 22:05:48 GMT",,,,1.1,0,https://www.westernuhealth.com/pomona/wp-content/uploads/pharmacy/Travel-Health-Care.jpg,2021-11-29 14:33:08
570,https://www.westernuhealth.com/wp-content/uploads/2018/11/1155.jpg,image/jpeg,200,OK,Indexable,,,0,0,,0,0,,0,,0,,0,,0,,0,,,,,,,,,,39020,0,0.0,3,,0,0,0,0.0,0,0,0,0,0,0,,,,,,0.49,"Mon, 26 Nov 2018 17:41:09 GMT",,,,1.1,0,https://www.westernuhealth.com/wp-content/uploads/2018/11/1155.jpg,2021-11-29 14:33:08
572,https://www.westernuhealth.com/pomona/wp-content/uploads/2018/11/1155.jpg,image/jpeg,200,OK,Indexable,,,0,0,,0,0,,0,,0,,0,,0,,0,,,,,,,,,,39020,0,0.0,3,,0,0,0,0.0,0,0,0,0,0,0,,,,,,1.274,"Mon, 26 Nov 2018 17:41:09 GMT",,,,1.1,0,https://www.westernuhealth.com/pomona/wp-content/uploads/2018/11/1155.jpg,2021-11-29 14:33:07
