,Address,Content Type,Status Code,Status,Indexability,Indexability Status,Title 1,Title 1 Length,Title 1 Pixel Width,Meta Description 1,Meta Description 1 Length,Meta Description 1 Pixel Width,Meta Keywords 1,Meta Keywords 1 Length,Meta Keywords 2,Meta Keywords 2 Length,H1-1,H1-1 Length,H1-2,H1-2 Length,H2-1,H2-1 Length,H2-2,H2-2 Length,Meta Robots 1,X-Robots-Tag 1,Meta Refresh 1,Canonical Link Element 1,"rel=""next"" 1","rel=""prev"" 1","HTTP rel=""next"" 1","HTTP rel=""prev"" 1",amphtml Link Element,Size (bytes),Word Count,Text Ratio,Crawl Depth,Link Score,Inlinks,Unique Inlinks,Unique JS Inlinks,% of Total,Outlinks,Unique Outlinks,Unique JS Outlinks,External Outlinks,Unique External Outlinks,Unique External JS Outlinks,Closest Similarity Match,No. Near Duplicates,Spelling Errors,Grammar Errors,Hash,Response Time,Last Modified,Redirect URL,Redirect Type,Cookies,HTTP Version,URL Encoded Address,Crawl Timestamp
1574,https://uhnj.org/OPR/training/tip_sheets/Steps_to_send_an_email_with_Barcodes_of_medications_NOT_valid%20in_Epic_07-01-14.pdf,text/html; charset=iso-8859-1,302,Found,Non-Indexable,Redirected,,0,0,,0,0,,0,,0,,0,,0,,0,,0,,,,,,,,,,373,0,0.0,3,,1,1,0,0.19,0,0,0,0,0,0,,,,,,0.08,,https://my.rbhs.rutgers.edu/cas/login?service=https%3A%2F%2Fwww.uhnj.org%2FOPR%2Ftraining%2Ftip_sheets%2FSteps_to_send_an_email_with_Barcodes_of_medications_NOT_valid%20in_Epic_07-01-14.pdf,HTTP Redirect,,1.1,https://uhnj.org/OPR/training/tip_sheets/Steps_to_send_an_email_with_Barcodes_of_medications_NOT_valid%20in_Epic_07-01-14.pdf,2022-02-04 11:35:42
1575,http://www.uhnj.org/cgi-bin/cgiwrap/hpappweb/physician.cgi?Last_Name=Bartlett&First_Name=Jacqueline,text/html; charset=iso-8859-1,302,Found,Non-Indexable,Redirected,,0,0,,0,0,,0,,0,,0,,0,,0,,0,,,,,,,,,,284,0,0.0,3,,3,3,0,0.56,0,0,0,0,0,0,,,,,,0.052,,https://uhnj.org/cgi-bin/cgiwrap/hpappweb/physician.cgi?Last_Name=Bartlett&First_Name=Jacqueline,HTTP Redirect,,1.1,http://www.uhnj.org/cgi-bin/cgiwrap/hpappweb/physician.cgi?Last_Name=Bartlett&First_Name=Jacqueline,2022-02-04 11:35:42
1576,https://uhnj.org/uhnetweb/EM/Patient_Tracking_Form-Missing_Person_Form-Fire_Buddy_Accountability_Form_for_Clincal_Areas.pdf,application/pdf,200,OK,Indexable,,,0,0,,0,0,,0,,0,,0,,0,,0,,0,,,,,,,,,,353128,0,0.0,3,,1,1,0,0.19,0,0,0,0,0,0,,,,,,0.079,"Wed, 04 Mar 2020 14:00:04 GMT",,,,1.1,https://uhnj.org/uhnetweb/EM/Patient_Tracking_Form-Missing_Person_Form-Fire_Buddy_Accountability_Form_for_Clincal_Areas.pdf,2022-02-04 11:35:42
1577,https://uhnj.org/press_room/ped-cpr/UH-CPR-kit-media-event_2.jpg,image/jpeg,200,OK,Indexable,,,0,0,,0,0,,0,,0,,0,,0,,0,,0,,,,,,,,,,60136,0,0.0,3,,0,0,0,0.0,0,0,0,0,0,0,,,,,,0.081,"Tue, 13 Oct 2020 14:44:51 GMT",,,,1.1,https://uhnj.org/press_room/ped-cpr/UH-CPR-kit-media-event_2.jpg,2022-02-04 11:35:42
1578,https://uhnj.org/about/board/bod_minutes/9-24-20-UH-BOD-Public-Session-APPROVED.pdf,application/pdf,200,OK,Indexable,,,0,0,,0,0,,0,,0,,0,,0,,0,,0,,,,,,,,,,1394507,0,0.0,3,,1,1,0,0.19,0,0,0,0,0,0,,,,,,0.084,"Fri, 09 Apr 2021 06:37:13 GMT",,,,1.1,https://uhnj.org/about/board/bod_minutes/9-24-20-UH-BOD-Public-Session-APPROVED.pdf,2022-02-04 11:35:42
1579,https://uhnj.org/uhnetweb/staff_edu/ONE_and_ONLY_SIPC_PocketCard_FINAL.pdf,application/pdf,200,OK,Indexable,,,0,0,,0,0,,0,,0,,0,,0,,0,,0,,,,,,,,,,85971,0,0.0,3,,1,1,0,0.19,0,0,0,0,0,0,,,,,,0.079,"Fri, 14 Mar 2014 16:13:27 GMT",,,,1.1,https://uhnj.org/uhnetweb/staff_edu/ONE_and_ONLY_SIPC_PocketCard_FINAL.pdf,2022-02-04 11:35:42
1580,http://www.uhnj.org/cgi-bin/cgiwrap/hpappweb/physician.cgi?Last_Name=Wenokor&First_Name=&Department=&Board_Certification=&Medical_School=&Residency=&Fellowship=&Clinical_Interests=&Other_Languages_Spoken=&submit=Search,text/html; charset=iso-8859-1,302,Found,Non-Indexable,Redirected,,0,0,,0,0,,0,,0,,0,,0,,0,,0,,,,,,,,,,435,0,0.0,3,,1,1,0,0.19,0,0,0,0,0,0,,,,,,0.055,,https://uhnj.org/cgi-bin/cgiwrap/hpappweb/physician.cgi?Last_Name=Wenokor&First_Name=&Department=&Board_Certification=&Medical_School=&Residency=&Fellowship=&Clinical_Interests=&Other_Languages_Spoken=&submit=Search,HTTP Redirect,,1.1,http://www.uhnj.org/cgi-bin/cgiwrap/hpappweb/physician.cgi?Last_Name=Wenokor&First_Name=&Department=&Board_Certification=&Medical_School=&Residency=&Fellowship=&Clinical_Interests=&Other_Languages_Spoken=&submit=Search,2022-02-04 11:35:42
1581,http://www.uhnj.org/cgi-bin/cgiwrap/hpappweb/physician.cgi?First_Name=edward&Last_Name=Lee&Department=&Board_Certification=&Medical_School=&Residency=&Fellowship=&Clinical_Interests=&Other_Languages_Spoken=&submit=Search,text/html; charset=iso-8859-1,302,Found,Non-Indexable,Redirected,,0,0,,0,0,,0,,0,,0,,0,,0,,0,,,,,,,,,,437,0,0.0,3,,1,1,0,0.19,0,0,0,0,0,0,,,,,,0.059,,https://uhnj.org/cgi-bin/cgiwrap/hpappweb/physician.cgi?First_Name=edward&Last_Name=Lee&Department=&Board_Certification=&Medical_School=&Residency=&Fellowship=&Clinical_Interests=&Other_Languages_Spoken=&submit=Search,HTTP Redirect,,1.1,http://www.uhnj.org/cgi-bin/cgiwrap/hpappweb/physician.cgi?First_Name=edward&Last_Name=Lee&Department=&Board_Certification=&Medical_School=&Residency=&Fellowship=&Clinical_Interests=&Other_Languages_Spoken=&submit=Search,2022-02-04 11:35:42
1582,https://uhnj.org/OPR/training/tip_sheets/Steps_to_validate_Barcodes_in_Epic.pdf,text/html; charset=iso-8859-1,302,Found,Non-Indexable,Redirected,,0,0,,0,0,,0,,0,,0,,0,,0,,0,,,,,,,,,,327,0,0.0,3,,1,1,0,0.19,0,0,0,0,0,0,,,,,,0.086,,https://my.rbhs.rutgers.edu/cas/login?service=https%3A%2F%2Fwww.uhnj.org%2FOPR%2Ftraining%2Ftip_sheets%2FSteps_to_validate_Barcodes_in_Epic.pdf,HTTP Redirect,,1.1,https://uhnj.org/OPR/training/tip_sheets/Steps_to_validate_Barcodes_in_Epic.pdf,2022-02-04 11:35:42
1583,https://uhnj.org/about/board/bod_minutes/Special_Emergency_Meeting_4-29-15%20FINAL.pdf,application/pdf,200,OK,Indexable,,,0,0,,0,0,,0,,0,,0,,0,,0,,0,,,,,,,,,,318287,0,0.0,3,,1,1,0,0.19,0,0,0,0,0,0,,,,,,0.084,"Fri, 09 Apr 2021 06:37:20 GMT",,,,1.1,https://uhnj.org/about/board/bod_minutes/Special_Emergency_Meeting_4-29-15%20FINAL.pdf,2022-02-04 11:35:42
1584,http://www.uhnj.org/cgi-bin/cgiwrap/hpappweb/physician.cgi?Last_Name=Ahlawat&First_Name=Sushil,text/html; charset=iso-8859-1,302,Found,Non-Indexable,Redirected,,0,0,,0,0,,0,,0,,0,,0,,0,,0,,,,,,,,,,279,0,0.0,3,,1,1,0,0.19,0,0,0,0,0,0,,,,,,0.052,,https://uhnj.org/cgi-bin/cgiwrap/hpappweb/physician.cgi?Last_Name=Ahlawat&First_Name=Sushil,HTTP Redirect,,1.1,http://www.uhnj.org/cgi-bin/cgiwrap/hpappweb/physician.cgi?Last_Name=Ahlawat&First_Name=Sushil,2022-02-04 11:35:42
1585,https://uhnj.org/specialized_services/livertransplant/images/koneru/radiofrequency2b.gif,image/gif,200,OK,Indexable,,,0,0,,0,0,,0,,0,,0,,0,,0,,0,,,,,,,,,,21771,0,0.0,3,,0,0,0,0.0,0,0,0,0,0,0,,,,,,0.08,"Fri, 09 Apr 2021 06:48:51 GMT",,,,1.1,https://uhnj.org/specialized_services/livertransplant/images/koneru/radiofrequency2b.gif,2022-02-04 11:35:42
1586,http://www.uhnj.org/cgi-bin/cgiwrap/hpappweb/physician.cgi?First_Name=&Last_Name=Mostello&Department=&Board_Certification=&Medical_School=&Residency=&Fellowship=&Clinical_Interests=&Other_Languages_Spoken=&submit=Search,text/html; charset=iso-8859-1,302,Found,Non-Indexable,Redirected,,0,0,,0,0,,0,,0,,0,,0,,0,,0,,,,,,,,,,436,0,0.0,3,,1,1,0,0.19,0,0,0,0,0,0,,,,,,0.054,,https://uhnj.org/cgi-bin/cgiwrap/hpappweb/physician.cgi?First_Name=&Last_Name=Mostello&Department=&Board_Certification=&Medical_School=&Residency=&Fellowship=&Clinical_Interests=&Other_Languages_Spoken=&submit=Search,HTTP Redirect,,1.1,http://www.uhnj.org/cgi-bin/cgiwrap/hpappweb/physician.cgi?First_Name=&Last_Name=Mostello&Department=&Board_Certification=&Medical_School=&Residency=&Fellowship=&Clinical_Interests=&Other_Languages_Spoken=&submit=Search,2022-02-04 11:35:42
1587,http://uhnj.org/images/redesign/arrow_box.gif,text/html; charset=iso-8859-1,302,Found,Non-Indexable,Redirected,,0,0,,0,0,,0,,0,,0,,0,,0,,0,,,,,,,,,,230,0,0.0,3,,0,0,0,0.0,0,0,0,0,0,0,,,,,,0.024,,https://uhnj.org/images/redesign/arrow_box.gif,HTTP Redirect,,1.1,http://uhnj.org/images/redesign/arrow_box.gif,2022-02-04 11:35:42
1588,https://uhnj.org/specialized_services/stroke/images/oc-op.png,image/png,200,OK,Indexable,,,0,0,,0,0,,0,,0,,0,,0,,0,,0,,,,,,,,,,98243,0,0.0,3,,0,0,0,0.0,0,0,0,0,0,0,,,,,,0.076,"Thu, 26 Aug 2021 01:10:01 GMT",,,,1.1,https://uhnj.org/specialized_services/stroke/images/oc-op.png,2022-02-04 11:35:42
1589,https://uhnj.org/about/board/bod-resolutions/Resolution_2015-1221-28.pdf,application/pdf,200,OK,Indexable,,,0,0,,0,0,,0,,0,,0,,0,,0,,0,,,,,,,,,,155090,0,0.0,3,,1,1,0,0.19,0,0,0,0,0,0,,,,,,0.32,"Fri, 09 Apr 2021 06:36:41 GMT",,,,1.1,https://uhnj.org/about/board/bod-resolutions/Resolution_2015-1221-28.pdf,2022-02-04 11:35:42
1590,https://uhnj.org/uhnetweb/patient_bill_rights/Patient_Bill_of_Rights_Portuguese.pdf,application/pdf,200,OK,Indexable,,,0,0,,0,0,,0,,0,,0,,0,,0,,0,,,,,,,,,,403632,0,0.0,3,,1,1,0,0.19,0,0,0,0,0,0,,,,,,0.088,"Fri, 06 Oct 2017 16:29:53 GMT",,,,1.1,https://uhnj.org/uhnetweb/patient_bill_rights/Patient_Bill_of_Rights_Portuguese.pdf,2022-02-04 11:35:42
1591,https://uhnj.org/about/board/bod-resolutions/Adopted_Resolution_01-22-19.pdf,application/pdf,200,OK,Indexable,,,0,0,,0,0,,0,,0,,0,,0,,0,,0,,,,,,,,,,125673,0,0.0,3,,1,1,0,0.19,0,0,0,0,0,0,,,,,,0.088,"Fri, 09 Apr 2021 06:36:43 GMT",,,,1.1,https://uhnj.org/about/board/bod-resolutions/Adopted_Resolution_01-22-19.pdf,2022-02-04 11:35:42
1592,https://uhnj.org/about/board/bod_minutes/2014-09-16_UH_BOD_Public_Session-APPROVED.pdf,application/pdf,200,OK,Indexable,,,0,0,,0,0,,0,,0,,0,,0,,0,,0,,,,,,,,,,84255,0,0.0,3,,1,1,0,0.19,0,0,0,0,0,0,,,,,,0.088,"Fri, 09 Apr 2021 06:37:23 GMT",,,,1.1,https://uhnj.org/about/board/bod_minutes/2014-09-16_UH_BOD_Public_Session-APPROVED.pdf,2022-02-04 11:35:42
1593,http://www.uhnj.org/cgi-bin/cgiwrap/hpappweb/physician.cgi?First_Name=Aziz&Last_Name=Merchant&Department=&Board_Certification=&Medical_School=&Residency=&Fellowship=&Clinical_Interests=&Other_Languages_Spoken=&submit=Search,text/html; charset=iso-8859-1,302,Found,Non-Indexable,Redirected,,0,0,,0,0,,0,,0,,0,,0,,0,,0,,,,,,,,,,440,0,0.0,3,,1,1,0,0.19,0,0,0,0,0,0,,,,,,0.052,,https://uhnj.org/cgi-bin/cgiwrap/hpappweb/physician.cgi?First_Name=Aziz&Last_Name=Merchant&Department=&Board_Certification=&Medical_School=&Residency=&Fellowship=&Clinical_Interests=&Other_Languages_Spoken=&submit=Search,HTTP Redirect,,1.1,http://www.uhnj.org/cgi-bin/cgiwrap/hpappweb/physician.cgi?First_Name=Aziz&Last_Name=Merchant&Department=&Board_Certification=&Medical_School=&Residency=&Fellowship=&Clinical_Interests=&Other_Languages_Spoken=&submit=Search,2022-02-04 11:35:43
1594,http://www.uhnj.org/cgi-bin/cgiwrap/hpappweb/physician.cgi?First_Name=&Last_Name=Durbin&Department=&Board_Certification=&Medical_School=&Residency=&Fellowship=&Clinical_Interests=&Other_Languages_Spoken=&submit=Search,text/html; charset=iso-8859-1,302,Found,Non-Indexable,Redirected,,0,0,,0,0,,0,,0,,0,,0,,0,,0,,,,,,,,,,434,0,0.0,3,,1,1,0,0.19,0,0,0,0,0,0,,,,,,0.028,,https://uhnj.org/cgi-bin/cgiwrap/hpappweb/physician.cgi?First_Name=&Last_Name=Durbin&Department=&Board_Certification=&Medical_School=&Residency=&Fellowship=&Clinical_Interests=&Other_Languages_Spoken=&submit=Search,HTTP Redirect,,1.1,http://www.uhnj.org/cgi-bin/cgiwrap/hpappweb/physician.cgi?First_Name=&Last_Name=Durbin&Department=&Board_Certification=&Medical_School=&Residency=&Fellowship=&Clinical_Interests=&Other_Languages_Spoken=&submit=Search,2022-02-04 11:35:43
1595,https://uhnj.org/directory/podiatry/forms/Training_Access_UH%20Guests-Vendors.pdf,application/pdf,200,OK,Indexable,,,0,0,,0,0,,0,,0,,0,,0,,0,,0,,,,,,,,,,314343,0,0.0,3,,1,1,0,0.19,0,0,0,0,0,0,,,,,,0.092,"Tue, 13 Oct 2020 14:38:34 GMT",,,,1.1,https://uhnj.org/directory/podiatry/forms/Training_Access_UH%20Guests-Vendors.pdf,2022-02-04 11:35:43
1596,http://www.uhnj.org/cgi-bin/cgiwrap/hpappweb/physician.cgi?First_Name=Nitin&Last_Name=patel&Department=&Board_Certification=&Medical_School=&Residency=&Fellowship=&Clinical_Interests=&Other_Languages_Spoken=&submit=Search,text/html; charset=iso-8859-1,302,Found,Non-Indexable,Redirected,,0,0,,0,0,,0,,0,,0,,0,,0,,0,,,,,,,,,,438,0,0.0,3,,1,1,0,0.19,0,0,0,0,0,0,,,,,,0.026,,https://uhnj.org/cgi-bin/cgiwrap/hpappweb/physician.cgi?First_Name=Nitin&Last_Name=patel&Department=&Board_Certification=&Medical_School=&Residency=&Fellowship=&Clinical_Interests=&Other_Languages_Spoken=&submit=Search,HTTP Redirect,,1.1,http://www.uhnj.org/cgi-bin/cgiwrap/hpappweb/physician.cgi?First_Name=Nitin&Last_Name=patel&Department=&Board_Certification=&Medical_School=&Residency=&Fellowship=&Clinical_Interests=&Other_Languages_Spoken=&submit=Search,2022-02-04 11:35:43
1597,https://uhnj.org/about/COB/cob_minutes/COB_meeting_minutes_5-16-18-approved.pdf,application/pdf,200,OK,Indexable,,,0,0,,0,0,,0,,0,,0,,0,,0,,0,,,,,,,,,,107842,0,0.0,3,,1,1,0,0.19,0,0,0,0,0,0,,,,,,0.114,"Fri, 09 Apr 2021 06:37:38 GMT",,,,1.1,https://uhnj.org/about/COB/cob_minutes/COB_meeting_minutes_5-16-18-approved.pdf,2022-02-04 11:35:43
1598,https://uhnj.org/compliance/docs/AuthorizationReleasePatientRecordsSpanish.pdf,application/pdf,200,OK,Indexable,,,0,0,,0,0,,0,,0,,0,,0,,0,,0,,,,,,,,,,82382,0,0.0,3,,1,1,0,0.19,0,0,0,0,0,0,,,,,,0.11,"Tue, 18 May 2021 22:31:52 GMT",,,,1.1,https://uhnj.org/compliance/docs/AuthorizationReleasePatientRecordsSpanish.pdf,2022-02-04 11:35:43
1599,https://uhnj.org/about/COB/cob_minutes/UH-CommOverBd_public-minutes_APPROVED_5-5-15.pdf,application/pdf,200,OK,Indexable,,,0,0,,0,0,,0,,0,,0,,0,,0,,0,,,,,,,,,,140849,0,0.0,3,,1,1,0,0.19,0,0,0,0,0,0,,,,,,0.11,"Fri, 09 Apr 2021 06:37:38 GMT",,,,1.1,https://uhnj.org/about/COB/cob_minutes/UH-CommOverBd_public-minutes_APPROVED_5-5-15.pdf,2022-02-04 11:35:43
1600,http://www.uhnj.org/cgi-bin/cgiwrap/hpappweb/physician.cgi?Last_Name=Wagner&First_Name=Rudolph,text/html; charset=iso-8859-1,302,Found,Non-Indexable,Redirected,,0,0,,0,0,,0,,0,,0,,0,,0,,0,,,,,,,,,,279,0,0.0,3,,2,2,0,0.38,0,0,0,0,0,0,,,,,,0.025,,https://uhnj.org/cgi-bin/cgiwrap/hpappweb/physician.cgi?Last_Name=Wagner&First_Name=Rudolph,HTTP Redirect,,1.1,http://www.uhnj.org/cgi-bin/cgiwrap/hpappweb/physician.cgi?Last_Name=Wagner&First_Name=Rudolph,2022-02-04 11:35:43
1601,http://www.uhnj.org/cgi-bin/cgiwrap/hpappweb/physician.cgi?Last_Name=Aziz&First_Name=Shahid,text/html; charset=iso-8859-1,302,Found,Non-Indexable,Redirected,,0,0,,0,0,,0,,0,,0,,0,,0,,0,,,,,,,,,,276,0,0.0,3,,1,1,0,0.19,0,0,0,0,0,0,,,,,,0.03,,https://uhnj.org/cgi-bin/cgiwrap/hpappweb/physician.cgi?Last_Name=Aziz&First_Name=Shahid,HTTP Redirect,,1.1,http://www.uhnj.org/cgi-bin/cgiwrap/hpappweb/physician.cgi?Last_Name=Aziz&First_Name=Shahid,2022-02-04 11:35:43
1602,https://uhnj.org/about/board/bod-resolutions/Resolutions-February-3-2015.pdf,application/pdf,200,OK,Indexable,,,0,0,,0,0,,0,,0,,0,,0,,0,,0,,,,,,,,,,59489,0,0.0,3,,1,1,0,0.19,0,0,0,0,0,0,,,,,,0.081,"Fri, 09 Apr 2021 06:36:39 GMT",,,,1.1,https://uhnj.org/about/board/bod-resolutions/Resolutions-February-3-2015.pdf,2022-02-04 11:35:43
1603,https://uhnj.org/volunteer/RA-Program/associates.htm,text/html; charset=UTF-8,200,OK,Indexable,,"Emergency Medicine Research Associate Internship | University Hospital, Newark, NJ",82,753,,0,0,,0,,0,Emergency Medicine Research Associate Internship,48,,0,,0,,0,,,,,,,,,,35761,1418,28.162,3,,21,7,0,1.31,62,37,0,12,11,0,,,,,a13ca2b3297d9eb9917eccd62137470c,0.114,"Tue, 26 Oct 2021 13:51:12 GMT",,,,1.1,https://uhnj.org/volunteer/RA-Program/associates.htm,2022-02-04 11:35:43
1604,https://uhnj.org/purchweb/vendors/vendor_current_bid.htm,text/html; charset=UTF-8,200,OK,Indexable,,"Supply Chain Management | University Hospital, Newark, NJ",57,535,The University Hospital is an academic medical center. A regional resource for advanced care in a wide range of medical specialties. We are home to northern New Jersey’s Level I Trauma Center and to specialty programs such as the Center for Liver Diseases and the Comprehensive Stroke Center.,292,1866,Univesity Hospital Newark - New Jersey,38,"www.uhnj.org,uhnj.org,University Hospital Newark NJ,UHNJ,Teaching Hospital Newark NJ, Robotic Surgery, Level I Trauma Center, Center for Liver Diseases and Transplantation Surgery, Comprehensive Stroke Center at University Hospital, Advanced heart failure care",260,Current Bids and RFP's,22,,0, ,1,,0,,,,,,,,,,15883,211,14.477,3,,17,11,0,2.06,61,51,0,10,10,0,,,,,68f25edae0f3de94dc71135ccfa985c2,0.026,"Tue, 26 Oct 2021 12:03:50 GMT",,,,1.1,https://uhnj.org/purchweb/vendors/vendor_current_bid.htm,2022-02-04 11:35:43
1605,https://uhnj.org/uhnetweb/employeelinks/UH_Therapy_Plan_Collection.doc,application/msword,200,OK,Indexable,,,0,0,,0,0,,0,,0,,0,,0,,0,,0,,,,,,,,,,79360,0,0.0,3,,1,1,0,0.19,0,0,0,0,0,0,,,,,,0.028,"Thu, 07 Feb 2019 14:35:06 GMT",,,,1.1,https://uhnj.org/uhnetweb/employeelinks/UH_Therapy_Plan_Collection.doc,2022-02-04 11:35:43
1606,http://www.uhnj.org/cgi-bin/cgiwrap/hpappweb/physician.cgi?Last_Name=Baskin&First_Name=Stuart,text/html; charset=iso-8859-1,302,Found,Non-Indexable,Redirected,,0,0,,0,0,,0,,0,,0,,0,,0,,0,,,,,,,,,,278,0,0.0,3,,1,1,0,0.19,0,0,0,0,0,0,,,,,,0.025,,https://uhnj.org/cgi-bin/cgiwrap/hpappweb/physician.cgi?Last_Name=Baskin&First_Name=Stuart,HTTP Redirect,,1.1,http://www.uhnj.org/cgi-bin/cgiwrap/hpappweb/physician.cgi?Last_Name=Baskin&First_Name=Stuart,2022-02-04 11:35:43
1607,https://uhnj.org/about/board/bod-resolutions/Adopted_Resolution_3-18-20.pdf,application/pdf,200,OK,Indexable,,,0,0,,0,0,,0,,0,,0,,0,,0,,0,,,,,,,,,,1183622,0,0.0,3,,1,1,0,0.19,0,0,0,0,0,0,,,,,,0.081,"Fri, 09 Apr 2021 06:36:42 GMT",,,,1.1,https://uhnj.org/about/board/bod-resolutions/Adopted_Resolution_3-18-20.pdf,2022-02-04 11:35:43
1608,http://www.uhnj.org/cgi-bin/cgiwrap/hpappweb/physician.cgi?First_Name=robert&Last_Name=Johnson&Department=&Board_Certification=&Medical_School=&Residency=&Fellowship=&Clinical_Interests=&Other_Languages_Spoken=&submit=Search,text/html; charset=iso-8859-1,302,Found,Non-Indexable,Redirected,,0,0,,0,0,,0,,0,,0,,0,,0,,0,,,,,,,,,,441,0,0.0,3,,1,1,0,0.19,0,0,0,0,0,0,,,,,,0.027,,https://uhnj.org/cgi-bin/cgiwrap/hpappweb/physician.cgi?First_Name=robert&Last_Name=Johnson&Department=&Board_Certification=&Medical_School=&Residency=&Fellowship=&Clinical_Interests=&Other_Languages_Spoken=&submit=Search,HTTP Redirect,,1.1,http://www.uhnj.org/cgi-bin/cgiwrap/hpappweb/physician.cgi?First_Name=robert&Last_Name=Johnson&Department=&Board_Certification=&Medical_School=&Residency=&Fellowship=&Clinical_Interests=&Other_Languages_Spoken=&submit=Search,2022-02-04 11:35:43
1609,https://uhnj.org/specialized_services/livertransplant/physicians/Olivo-Salcedo.htm,text/html; charset=UTF-8,200,OK,Indexable,,"Liver Transplantation | University Hospital, Newark, NJ",55,480,,0,0,,0,,0,Center for Advanced Liver Diseases and Transplantation,54,,0,,0,,0,,,,,,,,,,23161,177,10.422,3,,18,2,0,0.38,86,44,0,16,13,0,,,,,d00e5e9e9e80e2b9bf372ee507cb8bd4,0.084,"Tue, 26 Oct 2021 13:48:21 GMT",,,,1.1,https://uhnj.org/specialized_services/livertransplant/physicians/Olivo-Salcedo.htm,2022-02-04 11:35:43
1610,https://uhnj.org/specialized_services/radiology/images/CC.png,image/png,200,OK,Indexable,,,0,0,,0,0,,0,,0,,0,,0,,0,,0,,,,,,,,,,65032,0,0.0,3,,0,0,0,0.0,0,0,0,0,0,0,,,,,,0.025,"Fri, 09 Apr 2021 06:49:37 GMT",,,,1.1,https://uhnj.org/specialized_services/radiology/images/CC.png,2022-02-04 11:35:43
1611,http://www.uhnj.org/cgi-bin/cgiwrap/hpappweb/physician.cgi?Last_Name=Budnick&First_Name=Lawrence,text/html; charset=iso-8859-1,302,Found,Non-Indexable,Redirected,,0,0,,0,0,,0,,0,,0,,0,,0,,0,,,,,,,,,,281,0,0.0,3,,2,2,0,0.38,0,0,0,0,0,0,,,,,,0.058,,https://uhnj.org/cgi-bin/cgiwrap/hpappweb/physician.cgi?Last_Name=Budnick&First_Name=Lawrence,HTTP Redirect,,1.1,http://www.uhnj.org/cgi-bin/cgiwrap/hpappweb/physician.cgi?Last_Name=Budnick&First_Name=Lawrence,2022-02-04 11:35:43
1612,http://www.uhnj.org/contact/numbers.htm,text/html; charset=iso-8859-1,302,Found,Non-Indexable,Redirected,,0,0,,0,0,,0,,0,,0,,0,,0,,0,,,,,,,,,,220,0,0.0,3,,14,14,0,2.63,0,0,0,0,0,0,,,,,,0.056,,https://uhnj.org/contact/numbers.htm,HTTP Redirect,,1.1,http://www.uhnj.org/contact/numbers.htm,2022-02-04 11:35:43
1613,http://www.uhnj.org/cgi-bin/cgiwrap/hpappweb/physician.cgi?First_Name=Mark&Last_Name=Adams&Department=&Board_Certification=&Medical_School=&Residency=&Fellowship=&Clinical_Interests=&Other_Languages_Spoken=&submit=Search,text/html; charset=iso-8859-1,302,Found,Non-Indexable,Redirected,,0,0,,0,0,,0,,0,,0,,0,,0,,0,,,,,,,,,,437,0,0.0,3,,1,1,0,0.19,0,0,0,0,0,0,,,,,,0.054,,https://uhnj.org/cgi-bin/cgiwrap/hpappweb/physician.cgi?First_Name=Mark&Last_Name=Adams&Department=&Board_Certification=&Medical_School=&Residency=&Fellowship=&Clinical_Interests=&Other_Languages_Spoken=&submit=Search,HTTP Redirect,,1.1,http://www.uhnj.org/cgi-bin/cgiwrap/hpappweb/physician.cgi?First_Name=Mark&Last_Name=Adams&Department=&Board_Certification=&Medical_School=&Residency=&Fellowship=&Clinical_Interests=&Other_Languages_Spoken=&submit=Search,2022-02-04 11:35:43
1614,https://uhnj.org/mdstfweb/GOVERNANCE%20ARCHIVES/index.html,text/html; charset=UTF-8,200,OK,Indexable,,"University Hospital, Newark, NJ",31,278,"The University Hospital is a separate, independent medical center. A regional resource for advanced care in a wide range of medical specialties. We are home to northern New Jersey’s Level I Trauma Center and to specialty programs such as the Center for Liver Diseases and the Comprehensive Stroke Center.",304,1937,Univesity Hospital Newark - New Jersey,38,"uhnj medical staff ,University Hospital medical staff, UHNJ medical staff",73,UH Medical Staff Bylaws,23,,0,,0,,0,,,,,,,,,,15036,236,10.798,3,,2,2,0,0.38,32,30,0,27,27,0,,,,,96ff62eda1b218c9dd201ccc74473cc2,0.086,"Thu, 20 Feb 2020 15:41:52 GMT",,,,1.1,https://uhnj.org/mdstfweb/GOVERNANCE%20ARCHIVES/index.html,2022-02-04 11:35:43
1615,https://uhnj.org/about/board/bod_minutes/4-22-20-UH-BOD-Public-Session-APPROVED.pdf,application/pdf,200,OK,Indexable,,,0,0,,0,0,,0,,0,,0,,0,,0,,0,,,,,,,,,,991932,0,0.0,3,,1,1,0,0.19,0,0,0,0,0,0,,,,,,0.028,"Fri, 09 Apr 2021 06:37:21 GMT",,,,1.1,https://uhnj.org/about/board/bod_minutes/4-22-20-UH-BOD-Public-Session-APPROVED.pdf,2022-02-04 11:35:43
1616,https://uhnj.org/patients/video/episcopo.htm,text/html; charset=UTF-8,200,OK,Indexable,,Amazing Medicine Practiced Here - Konnor Episcopo,49,467,,0,0,Univesity Hospital Newark - New Jersey,38,,0,Amazing Medicine Practiced Here,31,,0,,0,,0,,,,,,,,,,16549,712,30.781,3,,15,10,0,1.88,43,34,0,7,7,0,,,,,55017527a8a1941706fcb228d2c6d078,0.116,"Fri, 09 Apr 2021 06:46:39 GMT",,,,1.1,https://uhnj.org/patients/video/episcopo.htm,2022-02-04 11:35:43
