,Address,Content Type,Status Code,Status,Indexability,Indexability Status,Title 1,Title 1 Length,Title 1 Pixel Width,Meta Description 1,Meta Description 1 Length,Meta Description 1 Pixel Width,Meta Keywords 1,Meta Keywords 1 Length,H1-1,H1-1 Length,H1-2,H1-2 Length,H2-1,H2-1 Length,H2-2,H2-2 Length,Meta Robots 1,X-Robots-Tag 1,Meta Refresh 1,Canonical Link Element 1,"rel=""next"" 1","rel=""prev"" 1","HTTP rel=""next"" 1","HTTP rel=""prev"" 1",amphtml Link Element,Size (bytes),Word Count,Text Ratio,Crawl Depth,Link Score,Inlinks,Unique Inlinks,Unique JS Inlinks,% of Total,Outlinks,Unique Outlinks,Unique JS Outlinks,External Outlinks,Unique External Outlinks,Unique External JS Outlinks,Closest Similarity Match,No. Near Duplicates,Spelling Errors,Grammar Errors,Hash,Response Time,Last Modified,Redirect URL,Redirect Type,Cookies,HTTP Version,Search 1: bridge clinic,URL Encoded Address,Crawl Timestamp
47,https://www.ynhh.org/-/media/Images/Heros/ynhh/YNHH_Badge_hero.ashx?mh=450&mw=338&hash=583A9F5651F0E050BD56E454F9A2891E,image/png,200,OK,Indexable,,,0,0,,0,0,,0,,0,,0,,0,,0,,,,,,,,,,71682,0,0.0,1,,0,0,0,0.0,0,0,0,0,0,0,,,,,,0.317,"Mon, 26 Jul 2021 18:48:26 GMT",,,,1.1,0,https://www.ynhh.org/-/media/Images/Heros/ynhh/YNHH_Badge_hero.ashx?mh=450&mw=338&hash=583A9F5651F0E050BD56E454F9A2891E,2021-11-29 14:57:08
48,https://www.ynhh.org/childrens-hospital,text/html; charset=utf-8,200,OK,Non-Indexable,Canonicalised,Children's Hospital - Yale New Haven Health,43,393,"We are a dedicated Connecticut children's hospital, part of a leading academic medical center and primary teaching hospital of the Yale School of Medicine.",155,965,"children's hospital, teaching hospital, pediatric center, pediatrics",68,Welcome to Yale New Haven Children's Hospital,45,,0,COVID-19 Vaccine: Ages 5-11,27,Proud to be Among the Best in the Nation,40,,,,https://www.ynhh.org/,,,,,,107158,817,7.31,1,,793,279,0,87.19,169,62,0,68,29,0,,,,,926189698edd15c72384d350d357f09b,0.387,,,,,1.1,0,https://www.ynhh.org/childrens-hospital,2021-11-29 14:57:08
49,https://www.ynhh.org/-/media/Images/Heros/YNHHS/3189_5-11_Eligbility_Vaccination_Hero_800x600.ashx?mh=450&mw=338&hash=F50B1732D8EC437E698ADF3BB6226EFD,image/png,200,OK,Indexable,,,0,0,,0,0,,0,,0,,0,,0,,0,,,,,,,,,,196526,0,0.0,1,,0,0,0,0.0,0,0,0,0,0,0,,,,,,0.294,"Wed, 03 Nov 2021 14:27:48 GMT",,,,1.1,0,https://www.ynhh.org/-/media/Images/Heros/YNHHS/3189_5-11_Eligbility_Vaccination_Hero_800x600.ashx?mh=450&mw=338&hash=F50B1732D8EC437E698ADF3BB6226EFD,2021-11-29 14:57:08
50,https://www.ynhh.org/Dist/img/contact-icon.svg,image/svg+xml,200,OK,Indexable,,,0,0,,0,0,,0,,0,,0,,0,,0,,,,,,,,,,0,0,0.0,1,,0,0,0,0.0,0,0,0,0,0,0,,,,,,0.161,"Mon, 15 Nov 2021 23:48:36 GMT",,,,1.1,0,https://www.ynhh.org/Dist/img/contact-icon.svg,2021-11-29 14:57:08
52,https://www.ynhh.org/-/media/Images/Heros/YNHHS/2343_Martinello_Hero.ashx?mh=450&mw=338&hash=7DADFD9B7C1D798B463671F0633D5223,image/png,200,OK,Indexable,,,0,0,,0,0,,0,,0,,0,,0,,0,,,,,,,,,,187113,0,0.0,1,,0,0,0,0.0,0,0,0,0,0,0,,,,,,0.292,"Mon, 03 Feb 2020 16:27:25 GMT",,,,1.1,0,https://www.ynhh.org/-/media/Images/Heros/YNHHS/2343_Martinello_Hero.ashx?mh=450&mw=338&hash=7DADFD9B7C1D798B463671F0633D5223,2021-11-29 14:57:08
53,https://www.ynhh.org/Dist/img/mychar-icon.svg,image/svg+xml,200,OK,Indexable,,,0,0,,0,0,,0,,0,,0,,0,,0,,,,,,,,,,0,0,0.0,1,,0,0,0,0.0,0,0,0,0,0,0,,,,,,0.17,"Mon, 15 Nov 2021 23:48:36 GMT",,,,1.1,0,https://www.ynhh.org/Dist/img/mychar-icon.svg,2021-11-29 14:57:09
54,https://www.ynhh.org/services/digestive-health,text/html; charset=utf-8,200,OK,Non-Indexable,Canonicalised,Yale New Haven Health | Digestive Health,40,369,"Yale New Haven Health’s comprehensive Digestive Health Program offers patients the most advanced, proven and effective medical and surgical treatments for gastrointestinal issues.",179,1137,"Celiac and gluten sensitivity, Colorectal Diseases, Functional Gastrointestinal Disorders, Inflammatory Bowel Disease (IBD), Crohn’s and Colitis,	Irritable Bowel Syndrome (IBS), Liver Diseases, Motility & Gastroesophageal Reflux Disease (GERD), Obesity and Fatty Liver Disease, Pancreatic & Biliary Disease, Rare Digestive Disorders, Swallowing and Esophageal Disorders",369,Digestive Health,16,,0,Conditions,10,Procedures and Treatments,25,,,,https://www.ynhh.org/,,,,,,94303,1100,9.851,1,,506,235,0,73.44,230,92,0,81,33,0,,,,,e3a7b801903320f2d922ea0178d7c077,0.429,,,,,1.1,0,https://www.ynhh.org/services/digestive-health,2021-11-29 14:57:08
55,https://www.ynhh.org/patients-visitors/patient-rights-responsibilities,text/html; charset=utf-8,200,OK,Non-Indexable,Canonicalised,Patient Rights and Responsibilities - Yale New Haven Hospital,61,548,Yale New Haven Hospital staff and physicians support the rights of all patients,79,483,"patient rights, patient responsibilities, your visit or stay",60,,0,,0,Patient Rights,14,Patient Responsibilities,24,,,,https://www.ynhh.org/,,,,,,88353,1282,11.55,1,,498,236,0,73.75,185,68,0,83,35,0,,,,,5dacac932b498a3f08e1d1084d8a7427,0.479,,,,,1.1,0,https://www.ynhh.org/patients-visitors/patient-rights-responsibilities,2021-11-29 14:57:09
56,https://www.ynhh.org/about/community/benefits-report-2020,text/html; charset=utf-8,200,OK,Non-Indexable,Canonicalised,Yale New Haven Hospital Community Benefits,42,407,YNHH managed millions in financial and in-kind contributions through five wide-ranging programs,95,593,"community, benefits, report",27,Community Benefits,18,,0,Thank you for your feedback.,28,,0,,,,https://www.ynhh.org/,,,,,,86471,939,9.515,1,,479,235,0,73.44,183,68,0,80,32,0,,,,,2d0835886ec77239504cfb96c9ae8e68,0.352,,,,,1.1,0,https://www.ynhh.org/about/community/benefits-report-2020,2021-11-29 14:57:09
57,https://www.ynhh.org/patients-visitors/preparing,text/html; charset=utf-8,200,OK,Non-Indexable,Canonicalised,Preparing for Your Visit - Yale New Haven Hospital,50,445,Learn about how to reduce the stress of your hospital visit and how you and your caregivers play an important role for preparing for your visit,143,873,"preparing, your visit",21,Preparing for Your Visit,24,,0,Thank you for your feedback.,28,,0,,,,https://www.ynhh.org/,,,,,,89127,1091,10.064,1,,579,279,0,87.19,194,75,0,86,34,0,,,,,42fb9dc65d1e3c45a690cc8a18ca1a9b,0.367,,,,,1.1,0,https://www.ynhh.org/patients-visitors/preparing,2021-11-29 14:57:09
58,https://www.ynhh.org/patients-visitors/billing-insurance/Pricing-Estimates-Information,text/html; charset=utf-8,200,OK,Non-Indexable,Canonicalised,Pricing Estimates & Information - Yale New Haven Hospital,57,517,"Request an estimate. You have the right to request cost and quality information about a particular diagnosis or procedure. In order to provide patients with the most accurate estimate for a scheduled or prospective service, please contact the Patient Estimate line through 1-855-547-4584.",288,1784,"pricing estimates, billing, insurance, estimate, cost, covered costs, coverage, costs, pricing, price estimates, cost estimator",127,Pricing Estimates & Information,31,,0,Request an estimate,19,Thank you for your feedback.,28,,,,https://www.ynhh.org/,,,,,,86840,931,9.232,1,,638,312,0,97.5,185,68,0,86,36,0,,,,,54d06d606ebe7e8064e0ffaf890882d1,0.44,,,,,1.1,0,https://www.ynhh.org/patients-visitors/billing-insurance/Pricing-Estimates-Information,2021-11-29 14:57:09
59,https://www.ynhh.org/cdn-cgi/l/email-protection,text/html; charset=UTF-8,200,OK,Non-Indexable,noindex,Email Protection | Cloudflare,29,251,,0,0,,0,Email Protection,16,,0,You are unable to access this email address ynhh.org,52,,0,"noindex, nofollow",,,,,,,,,4229,114,15.63,1,,768,319,0,99.69,0,0,0,4,4,0,,,,,c635e823f274c02605a2e55522e58796,0.12,,,,,1.1,0,https://www.ynhh.org/cdn-cgi/l/email-protection,2021-11-29 14:57:10
60,https://www.ynhh.org/events,text/html; charset=utf-8,200,OK,Non-Indexable,Canonicalised,Events,6,61,,0,0,,0,Events,6,,0,Thank you for your feedback.,28,,0,,,,https://www.ynhh.org/,,,,,,93102,514,5.727,1,,1257,312,0,97.5,168,65,0,80,32,0,,,,,7cbbfd4e046faf3d69e1052fd0dab176,0.436,,,,,1.1,0,https://www.ynhh.org/events,2021-11-29 14:57:09
61,https://www.ynhh.org/about/community,text/html; charset=utf-8,200,OK,Non-Indexable,Canonicalised,Our Community at Yale New Haven Hospital,40,390,Yale New Haven Hospital's Department of Community Health is dedicated to the highest quality patient and family-centered health care,132,832,"community, about, volunteers, health services, support services",63,Our Community,13,,0,Thank you for your feedback.,28,,0,,,,https://www.ynhh.org/,,,,,,86562,851,8.724,1,,647,312,0,97.5,187,68,0,81,32,0,,,,,967aa8587560dfd739edd77fbee3b268,0.369,,,,,1.1,0,https://www.ynhh.org/about/community,2021-11-29 14:57:09
62,https://www.ynhh.org/about/hospital-overview,text/html; charset=utf-8,200,OK,Non-Indexable,Canonicalised,Hospital Overview - Yale New Haven Hospital,43,400,Experience. Innovation. Tradition. Excellence. Optimism. These are just a few of the many reasons that Yale New Haven Hospital consistently ranks among the best hospitals in the United States,191,1201,"about, overview, hospital overview",34,Hospital Overview,17,,0,Yale New Haven Hospital,23,"Vision, Mission and Values",26,,,,https://www.ynhh.org/,,,,,,87046,1062,10.47,1,,660,312,0,97.5,189,68,0,80,32,0,,,,,83b6baa43a21de5658d6f93fa7d436a9,0.311,,,,,1.1,0,https://www.ynhh.org/about/hospital-overview,2021-11-29 14:57:10
63,https://www.ynhh.org/-/media/Images/Heros/ynhh/ynhch/YNHCH_Badge_hero.ashx?mh=450&mw=338&hash=460A7AB2B747D756E6D320E6D28270D0,image/png,200,OK,Indexable,,,0,0,,0,0,,0,,0,,0,,0,,0,,,,,,,,,,72171,0,0.0,1,,0,0,0,0.0,0,0,0,0,0,0,,,,,,0.238,"Tue, 15 Jun 2021 11:51:59 GMT",,,,1.1,0,https://www.ynhh.org/-/media/Images/Heros/ynhh/ynhch/YNHCH_Badge_hero.ashx?mh=450&mw=338&hash=460A7AB2B747D756E6D320E6D28270D0,2021-11-29 14:57:10
64,https://www.ynhh.org/locations/new-haven-1-park-street,text/html; charset=utf-8,200,OK,Non-Indexable,Canonicalised,Yale New Haven Children's Hospital,34,318,Yale New Haven Children's Hospital is a dedicated pediatric hospital with world-class experts who offer a full spectrum of primary and specialized medical care.,160,983,"children, pediatrics, heart, neurology, digestive disorders,",60,Yale New Haven Children's Hospital,34,,0,Overview,8,Directions,10,,,,https://www.ynhh.org/,,,,,,97878,1781,13.163,1,,573,279,0,87.19,181,69,0,94,44,0,,,,,efddf2ef010ed2b11d050bfd99a4be0e,0.524,,,,,1.1,0,https://www.ynhh.org/locations/new-haven-1-park-street,2021-11-29 14:57:10
65,https://www.ynhh.org/international-medicine-program,text/html; charset=utf-8,200,OK,Non-Indexable,Canonicalised,International Medicine Program at Yale New Haven,48,447,"Yale School of Medicine in affiliation with Yale New Haven Hospital welcomes patients from all over the world to our academic medical center based in New Haven, Connecticut.",173,1092,International Medicine Program,30,International Medicine Program,30,,0,International Medicine Program at Yale New Haven,48,Services for International Patients,35,,,,https://www.ynhh.org/,,,,,,92277,980,9.093,1,,485,235,0,73.44,182,72,0,88,39,0,,,,,6d56cf20fbbc08eed2c513490079d049,0.364,,,,,1.1,0,https://www.ynhh.org/international-medicine-program,2021-11-29 14:57:10
66,https://www.ynhh.org/-/media/Images/Callouts_Video_StructuredContent/Hospitals/YNHH/primary-teaching-hospital.ashx?mh=100&mw=100&hash=E50F2DDD7A58CAF8A6DE4544B03B2CD5,image/png,200,OK,Indexable,,,0,0,,0,0,,0,,0,,0,,0,,0,,,,,,,,,,2390,0,0.0,1,,0,0,0,0.0,0,0,0,0,0,0,,,,,,0.165,"Thu, 17 Sep 2015 09:31:14 GMT",,,,1.1,0,https://www.ynhh.org/-/media/Images/Callouts_Video_StructuredContent/Hospitals/YNHH/primary-teaching-hospital.ashx?mh=100&mw=100&hash=E50F2DDD7A58CAF8A6DE4544B03B2CD5,2021-11-29 14:57:11
67,https://www.ynhh.org/-/media/Images/Awards/Magnet_Recognition-_Logo-CMYK.ashx?mh=100&mw=100&hash=BC159C3859CC7D82A064D95D7B1F9941,image/png,200,OK,Indexable,,,0,0,,0,0,,0,,0,,0,,0,,0,,,,,,,,,,6910,0,0.0,1,,0,0,0,0.0,0,0,0,0,0,0,,,,,,0.26,"Thu, 21 Jul 2016 14:48:42 GMT",,,,1.1,0,https://www.ynhh.org/-/media/Images/Awards/Magnet_Recognition-_Logo-CMYK.ashx?mh=100&mw=100&hash=BC159C3859CC7D82A064D95D7B1F9941,2021-11-29 14:57:11
68,https://www.ynhh.org/vendors,text/html; charset=utf-8,200,OK,Non-Indexable,Canonicalised,Vendors,7,73,,0,0,,0,Supply Chain Manangement,24,,0,Supply Chain Management,23,Thank you for your feedback.,28,,,,https://www.ynhh.org/,,,,,,83177,746,8.057,1,,644,319,0,99.69,191,73,0,82,34,0,,,,,31278557609019c18a3aa354678f5fd3,0.329,,,,,1.1,0,https://www.ynhh.org/vendors,2021-11-29 14:57:11
69,https://www.ynhh.org/news/ynhh-gets-coveted-designation-from-nurse-credentialing-organization,text/html; charset=utf-8,200,OK,Non-Indexable,Canonicalised,YNHH gets coveted designation from nurse credentialing organization,67,613,"Only six percent of all American hospitals have been honored with the Magnet® recognition given by the ANCC, the world's largest and most prestigious nurse credentialing organization.",183,1142,,0,YNHH gets coveted designation from nurse credentialing organization,67,,0,Thank you for your feedback.,28,,0,,,,https://www.ynhh.org/,,,,,,87710,1181,10.961,1,,279,275,0,85.94,173,68,0,96,39,0,,,,,82efa716f8b37715ba6501b18a140048,0.574,,,,,1.1,0,https://www.ynhh.org/news/ynhh-gets-coveted-designation-from-nurse-credentialing-organization,2021-11-29 14:57:11
70,https://www.ynhh.org/-/media/Images/Logo/YNHHS/logoynhh2x.ashx?mh=75&mw=128&hash=D610B41CB188540CD323C7D0702581D7,image/png,200,OK,Indexable,,,0,0,,0,0,,0,,0,,0,,0,,0,,,,,,,,,,6105,0,0.0,1,,0,0,0,0.0,0,0,0,0,0,0,,,,,,0.29,"Mon, 25 Apr 2016 11:21:55 GMT",,,,1.1,0,https://www.ynhh.org/-/media/Images/Logo/YNHHS/logoynhh2x.ashx?mh=75&mw=128&hash=D610B41CB188540CD323C7D0702581D7,2021-11-29 14:57:11
71,https://www.ynhh.org/locations/new-haven-35-park-street-smilow,text/html; charset=utf-8,200,OK,Non-Indexable,Canonicalised,Smilow Cancer Hospital at Yale New Haven,40,383,"Smilow Cancer Hospital at Yale New Haven brings the very best cancer care available into a single world-class cancer hospital. Uniting some of the nation’s best minds to develop new methods to prevent, diagnose and treat cancer, Smilow Cancer Hospital is affiliated with Yale Cancer Center, southern New England's only comprehensive cancer center designated by the National Cancer Institute, and one of only 40 in the United States.",432,2711,"New Haven, Connecticut, Yale New Haven Hospital, Smilow Cancer Hospital at Yale New Haven, cancer, tumor, oncology, medical oncology, radiation oncology, radiotherapy, therapeutic radiology, surgical oncology, biopsy, biopsies, advanced oncoplastic procedures, brain tumor, brain cancer, neuro-oncology, brain metastates, breast cancer, breast oncology, endocrine cancer, endocrine tumors, gastrointestinal cancer, gastrointestinal tumors, colorectal cancer, colo-rectal cancer, rectal cancer, gynecologic cancer, gynecologic tumors, gynecologic oncology, cervical cancer, cervical tumors, ovarian cancer, ovarian tumors, uterine cancer, uterine tumors, endometrial cancer, endometrial tumors, head cancer, neck cancer head and neck cancers, hematology, hematology oncology, melanoma, skin cancer, pediatric cancer, pediatric oncology, prostate cancer, urologic cancer, sarcoma, bone cancer, thoracic oncology, lung cancer",922,Smilow Cancer Hospital at Yale New Haven,40,,0,Overview,8,Directions,10,,,,https://www.ynhh.org/,,,,,,100145,1951,14.0,1,,480,235,0,73.44,179,68,0,95,45,0,,,,,ae0c5f13de26893504baa8dc8546f6c9,0.349,,,,,1.1,0,https://www.ynhh.org/locations/new-haven-35-park-street-smilow,2021-11-29 14:57:11
72,https://www.ynhh.org/patients-visitors/information-communications/e-greetings-form,text/html; charset=utf-8,200,OK,Non-Indexable,Canonicalised,Send an E-Greeting - Yale New Haven Hospital,44,416,Send a patient greeting to a friend loved one currently staying at Yale New Haven Hospital,90,559,"e-greeting, patients, visitors, patient greeting",48,Send a Patient Greeting,23,,0,Send greetings to a patient,27,Thank you for your feedback.,28,,,,https://www.ynhh.org/,,,,,,103957,715,6.397,1,,480,236,0,73.75,172,66,0,80,32,0,,,,,b15e200c24a59c2971bfef6d2ee0673f,0.387,,,,,1.1,0,https://www.ynhh.org/patients-visitors/information-communications/e-greetings-form,2021-11-29 14:57:11
73,https://www.ynhh.org/locations/new-haven-20-york-street,text/html; charset=utf-8,200,OK,Non-Indexable,Canonicalised,Yale New Haven Hospital,23,223,"Yale New Haven Hospital (YNHH) is a non-profit, 1,541-bed tertiary medical center receiving national and international referrals. Yale New Haven Hospital includes Smilow Cancer Hospital at Yale New Haven, Yale New Haven Children's Hospital and Yale New Haven Psychiatric Hospital. 20 York Street, New Haven, CT 06510. Emergency Care is available 24/7.",351,2244,"Yale New Haven Hospital. 20 York St, 20 York Street, infectious disease, infectious diseases, connecticut hospital, top hospital, emergency care, hernia",152,Yale New Haven Hospital,23,,0,Overview,8,Directions,10,,,,https://www.ynhh.org/,,,,,,101911,1953,13.683,1,,959,236,0,73.75,185,69,0,102,48,0,,,,,c86e934c0f17e7c01cc895e4402b1293,0.386,,,,,1.1,0,https://www.ynhh.org/locations/new-haven-20-york-street,2021-11-29 14:57:12
74,https://www.ynhh.org/contact,text/html; charset=utf-8,200,OK,Non-Indexable,Canonicalised,Contact Us - Yale New Haven Hospital,36,339,Use our phone directory to find a specific department or explore other ways to contact us at Yale New Haven Hospital,116,729,"contact us, phone directory",27,How Can We Help You?,20,,0,Call Us,7,Comments/Feedback,17,,,,https://www.ynhh.org/,,,,,,102171,1081,9.426,1,,1483,319,0,99.69,176,67,0,87,39,0,,,,,4f2d3f809714273a12bd26a1bb01431b,1.37,,,,,1.1,0,https://www.ynhh.org/contact,2021-11-29 14:57:11
75,https://www.ynhh.org/news/six-ynhch-subspecialties-achieve-national-recognition-from-us-news-and-world-report,text/html; charset=utf-8,200,OK,Non-Indexable,Canonicalised,Six Yale New Haven Children’s subspecialties achieve national recognition from U.S. News & World Report,103,941,"New Haven, CT (June 15, 2021) – Yale New Haven Children’s Hospital (YNHCH), the top-ranked children’s hospital in Connecticut and second ranked hospital in New England, has been selected among the best children’s hospitals in the nation for six out of ten pediatric subspecialties in the 2021-22 Best Children’s Hospitals rankings, published online today by U.S. News & World Report. YNHCH ranked in diabetes and endocrinology (#6); neonatology (#27); nephrology (#27); gastroenterology and GI surgery (#37); pulmonology and lung surgery (#43); neurology and neurosurgery (#47).",578,3651,"Yale New Haven Health, Yale New Haven Hospital, Yale New Haven Children's Hospital, US  News & World Report, best hospitals",123,Six Yale New Haven Children’s subspecialties achieve national recognition from U.S. News & World Report,103,,0,Thank you for your feedback.,28,,0,,,,https://www.ynhh.org/,,,,,,91056,1367,11.829,1,,60,47,0,14.69,179,75,0,96,39,0,,,,,56aec826fde1be75b19492fb9e43862b,0.476,,,,,1.1,0,https://www.ynhh.org/news/six-ynhch-subspecialties-achieve-national-recognition-from-us-news-and-world-report,2021-11-29 14:57:12
76,https://www.ynhh.org/smilow,text/html; charset=utf-8,200,OK,Non-Indexable,Canonicalised,Smilow Cancer Hospital - Yale New Haven Health,46,437,"Smilow Cancer Hospital provides the very best cancer care from our oncologists to develop new methods to prevent, diagnose and treat cancer. The Yale New Haven Hospital oncology program at Smilow Cancer Hospital is focused on a comprehensive treatment plan for each patient.",274,1761,"Cancer Care, Oncology, Breast Cancer, Lung Cancer, Top Cancer Center, Best Cancer Treatment",91,Welcome to Smilow Cancer Hospital,33,,0,With the Greatest of Care,25,COVID-19 Vaccine - Third Dose & Boosters,40,,,,https://www.ynhh.org/,,,,,,102237,812,7.634,1,,614,262,0,81.88,162,62,0,69,30,0,,,,,b6e2aa77d81ae2564a5d0fc45e859726,0.379,,,,,1.1,0,https://www.ynhh.org/smilow,2021-11-29 14:57:12
77,https://www.ynhh.org/find-a-doctor,text/html; charset=utf-8,200,OK,Non-Indexable,Canonicalised,Find a Doctor - Yale New Haven Hospital,39,359,"Find a doctor, specialist, or primary care physician at Yale New Haven Hospital",79,491,"doctor, primary care physician, specialist, find a doctor,find a physician",74,Find a Doctor,13,,0,Thank you for your feedback.,28,,0,,,,https://www.ynhh.org/,,,,,,108574,589,5.134,1,,768,259,0,80.94,170,65,0,80,32,0,,,,,7c1afa72a7de641723be21b07e588322,0.421,,,,,1.1,0,https://www.ynhh.org/find-a-doctor,2021-11-29 14:57:12
79,https://www.ynhh.org/about/awards,text/html; charset=utf-8,200,OK,Non-Indexable,Canonicalised,Awards and Achievements at Yale New Haven Hospital,50,483,Yale New Haven Hospital regularly ranks among the best hospitals in the United States,85,537,"awards, achievements",20,Awards and Achievements,23,,0,Thank you for your feedback.,28,,0,,,,https://www.ynhh.org/,,,,,,97294,1389,11.424,1,,584,286,0,89.38,197,81,0,80,32,0,,,,,5fcc85310cf7725f736d87b95806208e,0.476,,,,,1.1,0,https://www.ynhh.org/about/awards,2021-11-29 14:57:12
80,https://www.ynhh.org/patients-visitors/your-visit-stay,text/html; charset=utf-8,200,OK,Non-Indexable,Canonicalised,Your Visit or Stay at Yale New Haven Hospital,45,401,Learn about visiting or staying at Yale New Haven Hospital,58,365,"your visit, your stay, what to expect, admitting, discharge, recovery, staying overnight",88,Your Visit or Stay,18,,0,Thank you for your feedback.,28,,0,,,,https://www.ynhh.org/,,,,,,85724,895,8.705,1,,583,279,0,87.19,185,73,0,80,32,0,,,,,2cb20b73389ff7fee78831f2687d2646,0.509,,,,,1.1,0,https://www.ynhh.org/patients-visitors/your-visit-stay,2021-11-29 14:57:12
82,https://www.ynhh.org/news-media/press-releases,text/html; charset=utf-8,200,OK,Non-Indexable,Canonicalised,Press Releases at Yale New Haven Hospital,41,388,Read recent press releases at Yale New Haven Hospital,53,351,"press release, press releases",29,Press Releases,14,,0,Thank you for your feedback.,28,,0,,,,https://www.ynhh.org/,,,,,,92915,520,5.77,1,,479,235,0,73.44,169,65,0,80,32,0,,,,,113a5e8def5ff048b5ea2568dacd76f3,0.429,,,,,1.1,0,https://www.ynhh.org/news-media/press-releases,2021-11-29 14:57:13
83,https://www.ynhh.org/services/Department-of-Radiology-and-Biomedical-Imaging,text/html; charset=utf-8,200,OK,Non-Indexable,Canonicalised,Department of Radiology and Biomedical Imaging at Yale New Haven Hospital,73,686,Yale New Haven’s Department of Radiology and Biomedical Imaging provides a full range of imaging services from traditional X-rays to state-of-the-art scanning.,159,995,"Department of Radiology and Biomedical Imaging, radiology, diagnostic radiology, diagnostic imaging, MRI, ct scan, PET scan, mammogram, ultrasound",146,Radiology and Biomedical Imaging,32,,0,Our Team,8,MyChart,7,,,,https://www.ynhh.org/,,,,,,90276,986,9.158,1,,489,235,0,73.44,203,77,0,81,32,0,,,,,535023e3d6e0ab5f660446cf69e59cb9,0.436,,,,,1.1,0,https://www.ynhh.org/services/Department-of-Radiology-and-Biomedical-Imaging,2021-11-29 14:57:13
