,Address,Content Type,Status Code,Status,Indexability,Indexability Status,Title 1,Title 1 Length,Title 1 Pixel Width,Meta Description 1,Meta Description 1 Length,Meta Description 1 Pixel Width,Meta Keywords 1,Meta Keywords 1 Length,H1-1,H1-1 Length,H2-1,H2-1 Length,H2-2,H2-2 Length,Meta Robots 1,X-Robots-Tag 1,Meta Refresh 1,Canonical Link Element 1,"rel=""next"" 1","rel=""prev"" 1","HTTP rel=""next"" 1","HTTP rel=""prev"" 1",amphtml Link Element,Size (bytes),Word Count,Text Ratio,Crawl Depth,Link Score,Inlinks,Unique Inlinks,Unique JS Inlinks,% of Total,Outlinks,Unique Outlinks,Unique JS Outlinks,External Outlinks,Unique External Outlinks,Unique External JS Outlinks,Closest Similarity Match,No. Near Duplicates,Spelling Errors,Grammar Errors,Hash,Response Time,Last Modified,Redirect URL,Redirect Type,Cookies,HTTP Version,URL Encoded Address,Crawl Timestamp
481,https://health.universityofcalifornia.edu/sites/default/files/2022-01/uch-elam-alumae-directory.pdf,application/pdf,200,OK,Indexable,,,0,0,,0,0,,0,,0,,0,,0,,,,,,,,,,5707429,0,0.0,3,,1,1,0,0.65,0,0,0,0,0,0,,,,,,0.323,"Thu, 13 Jan 2022 17:34:08 GMT",,,,1.1,https://health.universityofcalifornia.edu/sites/default/files/2022-01/uch-elam-alumae-directory.pdf,2022-02-04 10:29:35
482,https://health.universityofcalifornia.edu/media/oembed?url=https%3A//youtu.be/QrksMUkn96s&max_width=0&max_height=0&hash=WQUPPzB-L6QyzrUdrdG7MkYQUbW1bXNPED38Y0DETEo,text/html; charset=UTF-8,200,OK,Indexable,,,0,0,,0,0,,0,,0,,0,,0,,,,,,,,,,11447,0,0.0,3,,0,0,0,0.0,0,0,0,0,0,0,,,,,bf95e6d8c6cda209a48ba329be39c76e,0.23,,,,,1.1,https://health.universityofcalifornia.edu/media/oembed?url=https%3A//youtu.be/QrksMUkn96s&max_width=0&max_height=0&hash=WQUPPzB-L6QyzrUdrdG7MkYQUbW1bXNPED38Y0DETEo,2022-02-04 10:29:35
483,https://health.universityofcalifornia.edu/sites/default/files/styles/868x488_16_9_/public/2021-06/olabisi_0.jpg?h=297b06b7&itok=FKKjJ7ts,image/jpeg,200,OK,Indexable,,,0,0,,0,0,,0,,0,,0,,0,,,,,,,,,,44171,0,0.0,3,,0,0,0,0.0,0,0,0,0,0,0,,,,,,0.277,"Mon, 08 Nov 2021 23:19:01 GMT",,,,1.1,https://health.universityofcalifornia.edu/sites/default/files/styles/868x488_16_9_/public/2021-06/olabisi_0.jpg?h=297b06b7&itok=FKKjJ7ts,2022-02-04 10:29:35
485,https://health.universityofcalifornia.edu/sites/default/files/styles/max_400/public/2021-05/improving-health-care-access-in-sjv.jpg?itok=zBBI8byN,image/jpeg,200,OK,Indexable,,,0,0,,0,0,,0,,0,,0,,0,,,,,,,,,,32143,0,0.0,3,,0,0,0,0.0,0,0,0,0,0,0,,,,,,0.192,"Tue, 09 Nov 2021 01:24:20 GMT",,,,1.1,https://health.universityofcalifornia.edu/sites/default/files/styles/max_400/public/2021-05/improving-health-care-access-in-sjv.jpg?itok=zBBI8byN,2022-02-04 10:29:35
487,https://health.universityofcalifornia.edu/sites/default/files/styles/868x488_16_9_/public/2021-05/200922-MilkBank6-UCSanDiego-ErikJepsenDSC_8246_0.jpg?h=58c8a5e7&itok=fYVUFXyT,image/jpeg,200,OK,Indexable,,,0,0,,0,0,,0,,0,,0,,0,,,,,,,,,,47494,0,0.0,3,,0,0,0,0.0,0,0,0,0,0,0,,,,,,0.17,"Thu, 04 Nov 2021 12:33:36 GMT",,,,1.1,https://health.universityofcalifornia.edu/sites/default/files/styles/868x488_16_9_/public/2021-05/200922-MilkBank6-UCSanDiego-ErikJepsenDSC_8246_0.jpg?h=58c8a5e7&itok=fYVUFXyT,2022-02-04 10:29:36
488,https://health.universityofcalifornia.edu/sites/default/files/styles/870x580_3_2_/public/2021-06/berkeley_day1-001.jpeg?h=11d71704&itok=X-yUszDk,image/jpeg,200,OK,Indexable,,,0,0,,0,0,,0,,0,,0,,0,,,,,,,,,,39694,0,0.0,3,,0,0,0,0.0,0,0,0,0,0,0,,,,,,0.291,"Mon, 08 Nov 2021 23:02:07 GMT",,,,1.1,https://health.universityofcalifornia.edu/sites/default/files/styles/870x580_3_2_/public/2021-06/berkeley_day1-001.jpeg?h=11d71704&itok=X-yUszDk,2022-02-04 10:29:36
489,https://health.universityofcalifornia.edu/reports/pharmacist-workforce-and-education-california,text/html; charset=UTF-8,200,OK,Indexable,,Pharmacist Workforce and Education in California | University of California Health,82,716,,0,0,,0,Pharmacist Workforce and Education in California,48,,0,,0,,,,https://health.universityofcalifornia.edu/reports/pharmacist-workforce-and-education-california,,,,,,35690,114,5.215,3,,3,2,0,1.31,70,43,0,14,13,0,,,,,bddf05e1633d9a32166035e588215d0f,0.483,,,,,1.1,https://health.universityofcalifornia.edu/reports/pharmacist-workforce-and-education-california,2022-02-04 10:29:36
490,https://health.universityofcalifornia.edu/sites/default/files/inline-images/Timeline%202.png,image/png,200,OK,Indexable,,,0,0,,0,0,,0,,0,,0,,0,,,,,,,,,,26282,0,0.0,3,,0,0,0,0.0,0,0,0,0,0,0,,,,,,0.135,"Wed, 03 Nov 2021 15:38:20 GMT",,,,1.1,https://health.universityofcalifornia.edu/sites/default/files/inline-images/Timeline%202.png,2022-02-04 10:29:36
491,https://health.universityofcalifornia.edu/sites/default/files/styles/868x488_16_9_/public/2021-06/UC_Davis_Nurse_Cares_for_a_Patient.jpg?h=1ade3be9&itok=LIn0_ogh,image/jpeg,200,OK,Indexable,,,0,0,,0,0,,0,,0,,0,,0,,,,,,,,,,51257,0,0.0,3,,0,0,0,0.0,0,0,0,0,0,0,,,,,,0.316,"Sun, 07 Nov 2021 06:59:23 GMT",,,,1.1,https://health.universityofcalifornia.edu/sites/default/files/styles/868x488_16_9_/public/2021-06/UC_Davis_Nurse_Cares_for_a_Patient.jpg?h=1ade3be9&itok=LIn0_ogh,2022-02-04 10:29:37
492,https://health.universityofcalifornia.edu/reports/physician-workforce-and-medical-education-california,text/html; charset=UTF-8,200,OK,Indexable,,Physician Workforce and Medical Education in California  | University of California Health,90,777,,0,0,,0,Physician Workforce and Medical Education in California ,56,,0,,0,,,,https://health.universityofcalifornia.edu/reports/physician-workforce-and-medical-education-california,,,,,,35845,125,5.406,3,,3,2,0,1.31,70,43,0,14,13,0,,,,,a8ce337852c2ce3fb0823f6399baf842,0.495,,,,,1.1,https://health.universityofcalifornia.edu/reports/physician-workforce-and-medical-education-california,2022-02-04 10:29:36
493,https://health.universityofcalifornia.edu/reports/2020-uch-community-benefit-report,text/html; charset=UTF-8,404,Not Found,Non-Indexable,Client Error,,0,0,,0,0,,0,,0,,0,,0,,,,,,,,,,0,0,0.0,3,,1,1,0,0.65,0,0,0,0,0,0,,,,,,0.214,,,,,1.1,https://health.universityofcalifornia.edu/reports/2020-uch-community-benefit-report,2022-02-04 10:29:37
494,https://health.universityofcalifornia.edu/sites/default/files/styles/150x100_3_2_/public/2021-05/twitter-virus.gif?itok=RFCkmlpu,image/gif,200,OK,Indexable,,,0,0,,0,0,,0,,0,,0,,0,,,,,,,,,,6864,0,0.0,3,,0,0,0,0.0,0,0,0,0,0,0,,,,,,0.258,"Sat, 06 Nov 2021 07:52:20 GMT",,,,1.1,https://health.universityofcalifornia.edu/sites/default/files/styles/150x100_3_2_/public/2021-05/twitter-virus.gif?itok=RFCkmlpu,2022-02-04 10:29:37
495,https://health.universityofcalifornia.edu/sites/default/files/styles/150x100_3_2_/public/2021-06/byington-carrie-petco-park.jpg?itok=my3Jq5xz,image/jpeg,200,OK,Indexable,,,0,0,,0,0,,0,,0,,0,,0,,,,,,,,,,4716,0,0.0,3,,0,0,0,0.0,0,0,0,0,0,0,,,,,,0.24,"Wed, 10 Nov 2021 00:02:54 GMT",,,,1.1,https://health.universityofcalifornia.edu/sites/default/files/styles/150x100_3_2_/public/2021-06/byington-carrie-petco-park.jpg?itok=my3Jq5xz,2022-02-04 10:29:37
496,https://health.universityofcalifornia.edu/sites/default/files/inline-images/Timeline%201.png,image/png,200,OK,Indexable,,,0,0,,0,0,,0,,0,,0,,0,,,,,,,,,,31248,0,0.0,3,,0,0,0,0.0,0,0,0,0,0,0,,,,,,0.39,"Wed, 03 Nov 2021 15:38:16 GMT",,,,1.1,https://health.universityofcalifornia.edu/sites/default/files/inline-images/Timeline%201.png,2022-02-04 10:29:37
497,https://health.universityofcalifornia.edu/sites/default/files/styles/150x100_3_2_/public/news_images/GettyImages-512698489_medium_ccexpress.jpeg?itok=nrEgX3Cc,image/jpeg,200,OK,Indexable,,,0,0,,0,0,,0,,0,,0,,0,,,,,,,,,,3487,0,0.0,3,,0,0,0,0.0,0,0,0,0,0,0,,,,,,0.49,"Fri, 04 Feb 2022 15:29:38 GMT",,,,1.1,https://health.universityofcalifornia.edu/sites/default/files/styles/150x100_3_2_/public/news_images/GettyImages-512698489_medium_ccexpress.jpeg?itok=nrEgX3Cc,2022-02-04 10:29:37
498,https://health.universityofcalifornia.edu/sites/default/files/inline-images/Screen%20Shot%202021-05-27%20at%2011.57.44%20PM.png,image/png,200,OK,Indexable,,,0,0,,0,0,,0,,0,,0,,0,,,,,,,,,,197357,0,0.0,3,,0,0,0,0.0,0,0,0,0,0,0,,,,,,0.124,"Wed, 03 Nov 2021 15:38:15 GMT",,,,1.1,https://health.universityofcalifornia.edu/sites/default/files/inline-images/Screen%20Shot%202021-05-27%20at%2011.57.44%20PM.png,2022-02-04 10:29:38
499,https://health.universityofcalifornia.edu/sites/default/files/inline-images/uch-med-prof-228.jpeg,image/jpeg,200,OK,Indexable,,,0,0,,0,0,,0,,0,,0,,0,,,,,,,,,,7599,0,0.0,3,,0,0,0,0.0,0,0,0,0,0,0,,,,,,0.253,"Wed, 03 Nov 2021 15:38:28 GMT",,,,1.1,https://health.universityofcalifornia.edu/sites/default/files/inline-images/uch-med-prof-228.jpeg,2022-02-04 10:29:38
500,https://health.universityofcalifornia.edu/sites/default/files/2021-06/UCH-chart-Cancer-Types_treated.pdf,application/pdf,200,OK,Indexable,,,0,0,,0,0,,0,,0,,0,,0,,,,,,,,,,1341041,0,0.0,3,,1,1,0,0.65,0,0,0,0,0,0,,,,,,0.333,"Wed, 03 Nov 2021 15:37:53 GMT",,,,1.1,https://health.universityofcalifornia.edu/sites/default/files/2021-06/UCH-chart-Cancer-Types_treated.pdf,2022-02-04 10:29:38
501,https://health.universityofcalifornia.edu/sites/default/files/styles/max_325x325/public/2021-09/CDI2-annual-report-2020-2021-cover.jpg?itok=PU074-Kc,image/jpeg,200,OK,Indexable,,,0,0,,0,0,,0,,0,,0,,0,,,,,,,,,,11546,0,0.0,3,,0,0,0,0.0,0,0,0,0,0,0,,,,,,0.298,"Sun, 07 Nov 2021 12:29:10 GMT",,,,1.1,https://health.universityofcalifornia.edu/sites/default/files/styles/max_325x325/public/2021-09/CDI2-annual-report-2020-2021-cover.jpg?itok=PU074-Kc,2022-02-04 10:29:38
502,https://health.universityofcalifornia.edu/sites/default/files/styles/max_325x325/public/2022-01/ELUM_directory_cover.jpg?itok=sM2_wTRT,image/jpeg,200,OK,Indexable,,,0,0,,0,0,,0,,0,,0,,0,,,,,,,,,,8037,0,0.0,3,,0,0,0,0.0,0,0,0,0,0,0,,,,,,0.302,"Thu, 13 Jan 2022 23:38:53 GMT",,,,1.1,https://health.universityofcalifornia.edu/sites/default/files/styles/max_325x325/public/2022-01/ELUM_directory_cover.jpg?itok=sM2_wTRT,2022-02-04 10:29:38
504,https://health.universityofcalifornia.edu/sites/default/files/styles/max_325x325/public/2021-06/UCH-map_nurses%20slide.png?itok=PdvTKeEX,image/png,200,OK,Indexable,,,0,0,,0,0,,0,,0,,0,,0,,,,,,,,,,19119,0,0.0,3,,0,0,0,0.0,0,0,0,0,0,0,,,,,,0.354,"Tue, 09 Nov 2021 12:37:44 GMT",,,,1.1,https://health.universityofcalifornia.edu/sites/default/files/styles/max_325x325/public/2021-06/UCH-map_nurses%20slide.png?itok=PdvTKeEX,2022-02-04 10:29:38
505,https://health.universityofcalifornia.edu/sites/default/files/styles/max_325x325/public/2021-06/UCH-Community-Benefits-FY-19-20-cover.png?itok=lNvv4FmK,image/png,200,OK,Indexable,,,0,0,,0,0,,0,,0,,0,,0,,,,,,,,,,87772,0,0.0,3,,0,0,0,0.0,0,0,0,0,0,0,,,,,,0.303,"Tue, 09 Nov 2021 12:53:37 GMT",,,,1.1,https://health.universityofcalifornia.edu/sites/default/files/styles/max_325x325/public/2021-06/UCH-Community-Benefits-FY-19-20-cover.png?itok=lNvv4FmK,2022-02-04 10:29:38
506,https://health.universityofcalifornia.edu/sites/default/files/styles/max_325x325/public/2021-10/ucghi-annual-report-2020-2021.png?itok=biNIpmTH,image/png,200,OK,Indexable,,,0,0,,0,0,,0,,0,,0,,0,,,,,,,,,,141651,0,0.0,3,,0,0,0,0.0,0,0,0,0,0,0,,,,,,1.186,"Fri, 12 Nov 2021 08:52:54 GMT",,,,1.1,https://health.universityofcalifornia.edu/sites/default/files/styles/max_325x325/public/2021-10/ucghi-annual-report-2020-2021.png?itok=biNIpmTH,2022-02-04 10:29:38
507,https://health.universityofcalifornia.edu/sites/default/files/styles/max_325x325/public/2021-05/UCH-report-on-affiliation-impacts-may-2020-final.jpg?itok=vYi81a1m,image/jpeg,200,OK,Indexable,,,0,0,,0,0,,0,,0,,0,,0,,,,,,,,,,12319,0,0.0,3,,0,0,0,0.0,0,0,0,0,0,0,,,,,,0.271,"Tue, 09 Nov 2021 22:06:51 GMT",,,,1.1,https://health.universityofcalifornia.edu/sites/default/files/styles/max_325x325/public/2021-05/UCH-report-on-affiliation-impacts-may-2020-final.jpg?itok=vYi81a1m,2022-02-04 10:29:40
508,https://health.universityofcalifornia.edu/sites/default/files/styles/150x100_3_2_/public/2021-05/uc-president-michael-v-drake-md-administering-covid19-vaccinations-228_1.jpg?itok=bXuq0llI,image/jpeg,200,OK,Indexable,,,0,0,,0,0,,0,,0,,0,,0,,,,,,,,,,3580,0,0.0,3,,0,0,0,0.0,0,0,0,0,0,0,,,,,,0.092,"Sat, 06 Nov 2021 07:17:43 GMT",,,,1.1,https://health.universityofcalifornia.edu/sites/default/files/styles/150x100_3_2_/public/2021-05/uc-president-michael-v-drake-md-administering-covid19-vaccinations-228_1.jpg?itok=bXuq0llI,2022-02-04 10:29:40
509,https://health.universityofcalifornia.edu/news/dr-carrie-l-byington-takes-reins-uc-health-0,text/html; charset=UTF-8,200,OK,Indexable,,Dr. Carrie L. Byington takes the reins at UC Health | University of California Health,85,721,Dr. Carrie L. Byington started as executive vice president of UC Health today (Oct. 31). The University of California Board of Regents appointed Byington at its July meeting to lead the university’s health enterprise following a nationwide search.,247,1509,,0,Dr. Carrie L. Byington takes the reins at UC Health,51,,0,,0,,,,https://health.universityofcalifornia.edu/news/dr-carrie-l-byington-takes-reins-uc-health-0,,,,,,37847,580,13.083,3,,2,2,0,1.31,70,43,0,14,13,0,,,,,6733820d38cd5d963f35f542efb059aa,0.608,,,,,1.1,https://health.universityofcalifornia.edu/news/dr-carrie-l-byington-takes-reins-uc-health-0,2022-02-04 10:29:39
510,https://health.universityofcalifornia.edu/sites/default/files/styles/max_325x325/public/2021-05/medical-centers-annual-report-fy-2019-2020.jpg?itok=ZQxnqH4c,image/jpeg,200,OK,Indexable,,,0,0,,0,0,,0,,0,,0,,0,,,,,,,,,,17633,0,0.0,3,,0,0,0,0.0,0,0,0,0,0,0,,,,,,0.173,"Mon, 08 Nov 2021 21:54:35 GMT",,,,1.1,https://health.universityofcalifornia.edu/sites/default/files/styles/max_325x325/public/2021-05/medical-centers-annual-report-fy-2019-2020.jpg?itok=ZQxnqH4c,2022-02-04 10:29:40
511,https://health.universityofcalifornia.edu/sites/default/files/inline-images/Screen%20Shot%202021-05-27%20at%2011.46.34%20PM.png,image/png,200,OK,Indexable,,,0,0,,0,0,,0,,0,,0,,0,,,,,,,,,,195535,0,0.0,3,,0,0,0,0.0,0,0,0,0,0,0,,,,,,0.268,"Wed, 03 Nov 2021 15:38:16 GMT",,,,1.1,https://health.universityofcalifornia.edu/sites/default/files/inline-images/Screen%20Shot%202021-05-27%20at%2011.46.34%20PM.png,2022-02-04 10:29:40
512,https://health.universityofcalifornia.edu/dashboards/person-ambulatory-and-virtual-care-visits,text/html; charset=UTF-8,200,OK,Indexable,,In-Person Ambulatory and Virtual Care Visits | University of California Health,78,669,,0,0,,0,In-Person Ambulatory and Virtual Care Visits,44,,0,,0,,,,https://health.universityofcalifornia.edu/dashboards/person-ambulatory-and-virtual-care-visits,,,,,,34168,84,4.905,3,,4,3,0,1.96,70,43,0,10,9,0,,,,,97560939823c225df932a9ab1d7c0861,0.445,,,,,1.1,https://health.universityofcalifornia.edu/dashboards/person-ambulatory-and-virtual-care-visits,2022-02-04 10:29:40
513,https://health.universityofcalifornia.edu/sites/default/files/styles/max_400/public/2021-05/oral-health-workforce-and-education-in-california.jpg?itok=yaG47ggF,image/jpeg,200,OK,Indexable,,,0,0,,0,0,,0,,0,,0,,0,,,,,,,,,,23530,0,0.0,3,,0,0,0,0.0,0,0,0,0,0,0,,,,,,0.216,"Tue, 09 Nov 2021 01:24:20 GMT",,,,1.1,https://health.universityofcalifornia.edu/sites/default/files/styles/max_400/public/2021-05/oral-health-workforce-and-education-in-california.jpg?itok=yaG47ggF,2022-02-04 10:29:40
514,https://health.universityofcalifornia.edu/sites/default/files/styles/868x488_16_9_/public/2021-10/ardem-patapoutian.jpeg?h=75334513&itok=Vp8LfxVW,image/jpeg,200,OK,Indexable,,,0,0,,0,0,,0,,0,,0,,0,,,,,,,,,,32030,0,0.0,3,,0,0,0,0.0,0,0,0,0,0,0,,,,,,0.304,"Fri, 05 Nov 2021 13:12:44 GMT",,,,1.1,https://health.universityofcalifornia.edu/sites/default/files/styles/868x488_16_9_/public/2021-10/ardem-patapoutian.jpeg?h=75334513&itok=Vp8LfxVW,2022-02-04 10:29:40
515,https://health.universityofcalifornia.edu/news/university-california-health-and-cdph-accelerate-data-modeling-evidence-based-public-health-0,text/html; charset=UTF-8,200,OK,Indexable,,University of California Health and CDPH to accelerate data modeling for evidence-based public health decision making | University of California Health,151,1327,"University of California Health (UCH) and the California Department of Public Health (CDPH) are launching an innovative data modeling consortium to ensure public health policy makers have timely, relevant analysis and insights to support pandemic-related decision making.",271,1687,,0,University of California Health and CDPH to accelerate data modeling for evidence-based public health decision making,117,Consortium Work Has Begun,25,About University of California Health,37,,,,https://health.universityofcalifornia.edu/news/university-california-health-and-cdph-accelerate-data-modeling-evidence-based-public-health-0,,,,,,40877,986,19.156,3,,2,2,0,1.31,71,43,0,13,12,0,,,,,fa2a5c4af074ee3c1831518081cbc5e7,0.167,,,,,1.1,https://health.universityofcalifornia.edu/news/university-california-health-and-cdph-accelerate-data-modeling-evidence-based-public-health-0,2022-02-04 10:29:41
516,https://health.universityofcalifornia.edu/sites/default/files/styles/max_400/public/2021-05/UCH-chart-reimbursements-for-clinical-services.png?itok=-KriRsnm,image/png,200,OK,Indexable,,,0,0,,0,0,,0,,0,,0,,0,,,,,,,,,,23280,0,0.0,3,,0,0,0,0.0,0,0,0,0,0,0,,,,,,0.232,"Thu, 04 Nov 2021 23:08:33 GMT",,,,1.1,https://health.universityofcalifornia.edu/sites/default/files/styles/max_400/public/2021-05/UCH-chart-reimbursements-for-clinical-services.png?itok=-KriRsnm,2022-02-04 10:29:41
517,https://health.universityofcalifornia.edu/sites/default/files/styles/150x100_3_2_/public/2021-06/uc-health-community-benefits-expense-pie-chart.jpg?itok=l4Ioxd91,image/jpeg,200,OK,Indexable,,,0,0,,0,0,,0,,0,,0,,0,,,,,,,,,,3232,0,0.0,3,,0,0,0,0.0,0,0,0,0,0,0,,,,,,0.307,"Tue, 09 Nov 2021 23:42:34 GMT",,,,1.1,https://health.universityofcalifornia.edu/sites/default/files/styles/150x100_3_2_/public/2021-06/uc-health-community-benefits-expense-pie-chart.jpg?itok=l4Ioxd91,2022-02-04 10:29:41
518,https://health.universityofcalifornia.edu/reports/oral-health-workforce-and-education-california,text/html; charset=UTF-8,200,OK,Indexable,,Oral Health Workforce and Education in California  | University of California Health,84,717,,0,0,,0,Oral Health Workforce and Education in California ,50,,0,,0,,,,https://health.universityofcalifornia.edu/reports/oral-health-workforce-and-education-california,,,,,,35852,114,5.168,3,,3,2,0,1.31,70,43,0,14,13,0,,,,,c4d7ebb57456d31caf1837cdd8c124ff,1.303,,,,,1.1,https://health.universityofcalifornia.edu/reports/oral-health-workforce-and-education-california,2022-02-04 10:29:40
519,https://health.universityofcalifornia.edu/sites/default/files/styles/max_325x325/public/2021-05/cdi2-2019-2020-annual-report.jpg?itok=7ArGF4I0,image/jpeg,200,OK,Indexable,,,0,0,,0,0,,0,,0,,0,,0,,,,,,,,,,13617,0,0.0,3,,0,0,0,0.0,0,0,0,0,0,0,,,,,,0.195,"Tue, 09 Nov 2021 22:17:20 GMT",,,,1.1,https://health.universityofcalifornia.edu/sites/default/files/styles/max_325x325/public/2021-05/cdi2-2019-2020-annual-report.jpg?itok=7ArGF4I0,2022-02-04 10:29:41
520,https://health.universityofcalifornia.edu/about-us/diversity-health-sciences/building-equity-medical-school-curriculum-uc-prime,text/html; charset=UTF-8,301,Moved Permanently,Non-Indexable,Redirected,,0,0,,0,0,,0,,0,,0,,0,,,,,,,,,,0,0,0.0,3,,2,2,0,1.31,0,0,0,0,0,0,,,,,,0.129,,https://health.universityofcalifornia.edu/about-us/diversity-equity-and-inclusion-health-sciences/building-equity-medical-school-curriculum,HTTP Redirect,,1.1,https://health.universityofcalifornia.edu/about-us/diversity-health-sciences/building-equity-medical-school-curriculum-uc-prime,2022-02-04 10:29:41
521,https://health.universityofcalifornia.edu/sites/default/files/styles/150x100_3_2_/public/news_images/intestine.jpg?itok=oefky4Pf,image/jpeg,200,OK,Indexable,,,0,0,,0,0,,0,,0,,0,,0,,,,,,,,,,4206,0,0.0,3,,0,0,0,0.0,0,0,0,0,0,0,,,,,,0.519,"Fri, 04 Feb 2022 15:29:42 GMT",,,,1.1,https://health.universityofcalifornia.edu/sites/default/files/styles/150x100_3_2_/public/news_images/intestine.jpg?itok=oefky4Pf,2022-02-04 10:29:41
522,https://health.universityofcalifornia.edu/sites/default/files/styles/max_400/public/2021-05/UCH-chart_payor%20location.png?itok=mmfDpfWa,image/png,200,OK,Indexable,,,0,0,,0,0,,0,,0,,0,,0,,,,,,,,,,31478,0,0.0,3,,0,0,0,0.0,0,0,0,0,0,0,,,,,,0.144,"Thu, 04 Nov 2021 23:08:32 GMT",,,,1.1,https://health.universityofcalifornia.edu/sites/default/files/styles/max_400/public/2021-05/UCH-chart_payor%20location.png?itok=mmfDpfWa,2022-02-04 10:29:42
523,https://health.universityofcalifornia.edu/sites/default/files/styles/max_400/public/2021-05/nursing-workforce-education-073120.jpg?itok=YVLbSuL4,image/jpeg,200,OK,Indexable,,,0,0,,0,0,,0,,0,,0,,0,,,,,,,,,,19566,0,0.0,3,,0,0,0,0.0,0,0,0,0,0,0,,,,,,0.253,"Tue, 09 Nov 2021 01:24:20 GMT",,,,1.1,https://health.universityofcalifornia.edu/sites/default/files/styles/max_400/public/2021-05/nursing-workforce-education-073120.jpg?itok=YVLbSuL4,2022-02-04 10:29:42
524,https://health.universityofcalifornia.edu/news/covid-19-exposure-notification-system-expands-statewide-university-california-lead-roll-out-0,text/html; charset=UTF-8,200,OK,Indexable,,COVID-19 exposure notification system expands statewide; University of California to lead roll out effort | University of California Health,139,1178,The State of California has asked the University of California to lead an expansion of a smartphone-based COVID-19 exposure notification system recently tested at seven University of California campuses.,203,1277,,0,COVID-19 exposure notification system expands statewide; University of California to lead roll out effort,105,About the Technology,20,About University of California Health,37,,,,https://health.universityofcalifornia.edu/news/covid-19-exposure-notification-system-expands-statewide-university-california-lead-roll-out-0,,,,,,40468,852,16.534,3,,2,2,0,1.31,71,44,0,17,16,0,,,,,249fd89ebfbbec9137f8a13d5f092058,0.456,,,,,1.1,https://health.universityofcalifornia.edu/news/covid-19-exposure-notification-system-expands-statewide-university-california-lead-roll-out-0,2022-02-04 10:29:42
525,https://health.universityofcalifornia.edu/reports/nursing-workforce-and-education-california,text/html; charset=UTF-8,200,OK,Indexable,,Nursing Workforce and Education in California | University of California Health,79,687,,0,0,,0,Nursing Workforce and Education in California,45,,0,,0,,,,https://health.universityofcalifornia.edu/reports/nursing-workforce-and-education-california,,,,,,35664,127,5.429,3,,3,2,0,1.31,70,43,0,14,13,0,,,,,9ba383ecb51899b193cdb6072f07fa3,0.47,,,,,1.1,https://health.universityofcalifornia.edu/reports/nursing-workforce-and-education-california,2022-02-04 10:29:42
526,https://health.universityofcalifornia.edu/sites/default/files/styles/max_325x325/public/2021-06/UCH-map_optometrists%20slide.png?itok=I_jttmwx,image/png,200,OK,Indexable,,,0,0,,0,0,,0,,0,,0,,0,,,,,,,,,,19365,0,0.0,3,,0,0,0,0.0,0,0,0,0,0,0,,,,,,0.206,"Tue, 09 Nov 2021 12:54:55 GMT",,,,1.1,https://health.universityofcalifornia.edu/sites/default/files/styles/max_325x325/public/2021-06/UCH-map_optometrists%20slide.png?itok=I_jttmwx,2022-02-04 10:29:43
527,https://health.universityofcalifornia.edu/node/582,text/html; charset=UTF-8,200,OK,Indexable,,Reimbursements by Payor-location | University of California Health,66,586,,0,0,,0,Reimbursements by Payor-location,32,,0,,0,,,,https://health.universityofcalifornia.edu/node/582,,,,,,33790,81,4.925,3,,3,2,0,1.31,70,43,0,10,9,0,,,,,be2c1c6ee47ca7c99231526e0918d0ed,0.378,,,,,1.1,https://health.universityofcalifornia.edu/node/582,2022-02-04 10:29:42
528,https://health.universityofcalifornia.edu/node/583,text/html; charset=UTF-8,200,OK,Indexable,,UCH chart Inpatient Days by Payor Type | University of California Health,72,635,,0,0,,0,UCH chart Inpatient Days by Payor Type,38,,0,,0,,,,https://health.universityofcalifornia.edu/node/583,,,,,,33946,85,4.92,3,,3,2,0,1.31,70,43,0,10,9,0,,,,,e4cfcc718c459cef6d97c8b1c952845b,0.288,,,,,1.1,https://health.universityofcalifornia.edu/node/583,2022-02-04 10:29:43
529,https://health.universityofcalifornia.edu/node/584,text/html; charset=UTF-8,200,OK,Indexable,,UCH-chart-reimbursements for clinical services | University of California Health,80,693,,0,0,,0,UCH-chart-reimbursements for clinical services,46,,0,,0,,,,https://health.universityofcalifornia.edu/node/584,,,,,,34081,82,4.924,3,,3,2,0,1.31,70,43,0,10,9,0,,,,,b8972526eb6fc2a5f08881d57fb0f47c,0.406,,,,,1.1,https://health.universityofcalifornia.edu/node/584,2022-02-04 10:29:43
530,https://health.universityofcalifornia.edu/node/581,text/html; charset=UTF-8,200,OK,Indexable,,UCH chart cardiac surgery | University of California Health,59,512,,0,0,,0,UCH chart cardiac surgery,25,,0,,0,,,,https://health.universityofcalifornia.edu/node/581,,,,,,33766,82,4.908,3,,3,2,0,1.31,70,43,0,10,9,0,,,,,785063b4fa8588dd2fa88d31ceadd494,0.432,,,,,1.1,https://health.universityofcalifornia.edu/node/581,2022-02-04 10:29:42
531,https://health.universityofcalifornia.edu/sites/default/files/inline-images/uc-president-michael-v-drake-md-administering-covid19-vaccinations-228_0.jpg,image/jpeg,200,OK,Indexable,,,0,0,,0,0,,0,,0,,0,,0,,,,,,,,,,7230,0,0.0,3,,0,0,0,0.0,0,0,0,0,0,0,,,,,,0.287,"Wed, 03 Nov 2021 15:38:27 GMT",,,,1.1,https://health.universityofcalifornia.edu/sites/default/files/inline-images/uc-president-michael-v-drake-md-administering-covid19-vaccinations-228_0.jpg,2022-02-04 10:29:43
